iter	Passed	Remaining
1664	132813	664864
1665	132907	664857
1666	132976	664724
1667	133110	664911
1668	133281	665287
1669	133371	665259
1670	133459	665222
1671	133595	665418
1672	133908	666499
1673	133988	666422
1674	134148	666737
1675	134349	667259
1676	134518	667620
1677	134618	667638
1678	134722	667674
1679	134799	667580
1680	134870	667452
1681	134942	667331
1682	135051	667393
1683	135185	667581
1684	135262	667484
1685	135356	667471
1686	135436	667387
1687	135509	667274
1688	135584	667164
1689	135672	667124
1690	135749	667026
1691	135816	666879
1692	135882	666732
1693	135949	666584
1694	136018	666452
1695	136113	666442
1696	136204	666412
1697	136289	666358
1698	136394	666396
1699	136477	666328
1700	136581	666367
1701	136674	666346
1702	136758	666286
1703	136832	666173
1704	136910	666083
1705	136987	665986
1706	137069	665916
1707	137176	665964
1708	137262	665911
1709	137347	665852
1710	137427	665774
1711	137500	665655
1712	137679	666054
1713	137837	666350
1714	138003	666682
1715	138124	666796
1716	138236	666870
1717	138319	666798
1718	138427	666853
1719	138576	667099
1720	138853	667963
1721	139078	668579
1722	139318	669264
1723	139441	669385
1724	139537	669375
1725	139637	669386
1726	139741	669416
1727	139820	669326
1728	139918	669328
1729	140017	669332
1730	140250	669977
1731	140347	669972
1732	140497	670218
1733	140767	671038
1734	140914	671271
1735	141009	671254
1736	141110	671269
1737	141212	671287
1738	141310	671285
1739	141424	671361
1740	141569	671583
1741	141666	671573
1742	141741	671462
1743	141828	671407
1744	141912	671337
1745	141984	671213
1746	142079	671198
1747	142175	671185
1748	142286	671241
1749	142361	671130
1750	142468	671173
1751	142574	671206
1752	142662	671154
1753	142739	671053
1754	142816	670953
1755	142891	670840
1756	142972	670759
1757	143044	670634
1758	143109	670475
1759	143185	670366
1760	143274	670320
1761	143369	670305
1762	143459	670265
1763	143540	670179
1764	143638	670177
1765	143707	670038
1766	143812	670064
1767	143887	669955
1768	143992	669983
1769	144184	670414
1770	144324	670609
1771	144489	670912
1772	144598	670961
1773	144708	671009
1774	144817	671058
1775	144908	671016
1776	145029	671120
1777	145186	671385
1778	145421	672014
1779	145551	672151
1780	145699	672379
1781	145959	673118
1782	146121	673403
1783	146227	673433
1784	146330	673449
1785	146517	673850
1786	146663	674060
1787	146798	674223
1788	146904	674249
1789	146993	674201
1790	147058	674037
1791	147126	673891
1792	147216	673847
1793	147292	673737
1794	147359	673586
1795	147431	673457
1796	147504	673335
1797	147574	673196
1798	147638	673030
1799	147718	672938
1800	147788	672800
1801	147869	672717
1802	147967	672705
1803	148045	672607
1804	148125	672512
1805	148211	672448
1806	148376	672744
1807	148515	672920
1808	148712	673358
1809	148820	673394
1810	148899	673296
1811	148999	673294
1812	149095	673275
1813	149220	673386
1814	149296	673275
1815	149416	673360
1816	149510	673330
1817	149597	673272
1818	149695	673261
1819	149805	673300
1820	149905	673298
1821	150000	673271
1822	150073	673148
1823	150149	673037
1824	150222	672912
1825	150292	672776
1826	150378	672710
1827	150455	672606
1828	150521	672451
1829	150600	672352
1830	150673	672230
1831	150746	672104
1832	150810	671939
1833	150872	671769
1834	150946	671651
1835	151014	671505
1836	151079	671345
1837	151138	671162
1838	151211	671037
1839	151283	670908
1840	151349	670756
1841	151425	670644
1842	151494	670505
1843	151563	670365
1844	151629	670212
1845	151708	670113
1846	151769	669940
1847	151835	669785
1848	151910	669671
1849	151978	669526
1850	152044	669373
1851	152113	669234
1852	152179	669078
1853	152253	668961
1854	152330	668857
1855	152398	668713
1856	152468	668579
1857	152538	668442
1858	152611	668322
1859	152711	668316
1860	152791	668224
1861	152852	668053
1862	152910	667864
1863	152986	667754
1864	153048	667585
1865	153114	667433
1866	153188	667316
1867	153259	667186
1868	153336	667083
1869	153434	667068
1870	153517	666991
1871	153596	666896
1872	153671	666782
1873	153751	666696
1874	153820	666555
1875	153893	666434
1876	153963	666300
1877	154037	666182
1878	154113	666076
1879	154232	666155
1880	154346	666210
1881	154466	666289
1882	154553	666230
1883	154647	666197
1884	154747	666196
1885	154866	666268
1886	154999	666407
1887	155088	666356
1888	155171	666274
1889	155264	666240
1890	155395	666367
1891	155552	666604
1892	155640	666551
1893	155712	666422
1894	155789	666317
1895	155854	666163
1896	155934	666071
1897	156000	665918
1898	156067	665774
1899	156133	665623
1900	156201	665479
1901	156273	665354
1902	156346	665232
1903	156425	665138
1904	156501	665027
1905	156568	664882
1906	156649	664796
1907	156740	664749
1908	156814	664634
1909	156899	664562
1910	156979	664472
1911	157074	664445
1912	157165	664401
1913	157228	664236
1914	157310	664153
1915	157372	663986
1916	157438	663835
1917	157504	663688
1918	157578	663569
1919	157644	663418
1920	157714	663288
1921	157774	663111
1922	157838	662952
1923	157902	662796
1924	157962	662621
1925	158049	662559
1926	158122	662440
1927	158198	662333
1928	158263	662180
1929	158343	662087
1930	158425	662008
1931	158503	661906
1932	158574	661780
1933	158646	661654
1934	158717	661526
1935	158785	661387
1936	158878	661353
1937	158968	661303
1938	159064	661277
1939	159177	661323
1940	159247	661192
1941	159306	661015
1942	159374	660873
1943	159445	660746
1944	159545	660740
1945	159633	660682
1946	159713	660593
1947	159788	660480
1948	159852	660323
1949	159922	660192
1950	159993	660067
1951	160077	659992
1952	160160	659912
1953	160229	659777
1954	160335	659795
1955	160450	659848
1956	160544	659813
1957	160665	659892
1958	160755	659845
1959	160843	659786
1960	160930	659725
1961	161014	659650
1962	161137	659734
1963	161279	659899
1964	161352	659777
1965	161432	659689
1966	161510	659591
1967	161593	659513
1968	161684	659464
1969	161758	659349
1970	161831	659233
1971	161943	659271
1972	162020	659169
1973	162102	659083
1974	162281	659397
1975	162575	660174
1976	162806	660695
1977	163050	661271
1978	163293	661838
1979	163643	662839
1980	163927	663569
1981	164305	664681
1982	164611	665501
1983	164773	665736
1984	164896	665815
1985	164986	665763
1986	165065	665662
1987	165146	665568
1988	165224	665467
1989	165313	665407
1990	165395	665318
1991	165488	665275
1992	165563	665162
1993	165686	665238
1994	165750	665080
1995	165837	665011
1996	165906	664874
1997	165986	664775
1998	166040	664578
1999	166107	664429
2000	166170	664268
2001	166229	664087
2002	166291	663921
2003	166393	663914
2004	166468	663798
2005	166536	663654
2006	166632	663623
2007	166699	663475
2008	166769	663340
2009	166857	663278
2010	166933	663168
2011	167018	663094
2012	167088	662960
2013	167182	662917
2014	167267	662844
2015	167350	662761
2016	167432	662673
2017	167517	662600
2018	167619	662591
2019	167681	662424
2020	167753	662297
2021	167839	662225
2022	167905	662078
2023	167989	661999
2024	168066	661890
2025	168142	661782
2026	168230	661719
2027	168304	661599
2028	168370	661449
2029	168443	661328
2030	168511	661187
2031	168584	661064
2032	168669	660989
2033	168779	661009
2034	168856	660905
2035	168973	660955
2036	169071	660930
2037	169169	660907
2038	169258	660847
2039	169338	660751
2040	169439	660740
2041	169526	660673
2042	169617	660620
2043	169700	660534
2044	169782	660451
2045	169853	660320
2046	169926	660198
2047	170008	660111
2048	170092	660030
2049	170171	659931
2050	170265	659894
2051	170348	659809
2052	170448	659794
2053	170521	659670
2054	170604	659588
2055	170781	659867
2056	170872	659814
2057	170956	659734
2058	171038	659648
2059	171124	659576
2060	171205	659487
2061	171318	659516
2062	171396	659416
2063	171480	659334
2064	171576	659301
2065	171685	659319
2066	171930	659858
2067	172067	659978
2068	172192	660057
2069	172297	660058
2070	172397	660038
2071	172516	660091
2072	172616	660073
2073	172706	660013
2074	172809	660009
2075	172898	659946
2076	173065	660181
2077	173205	660315
2078	173327	660378
2079	173414	660310
2080	173521	660316
2081	173629	660325
2082	173742	660356
2083	173838	660317
2084	173967	660407
2085	174065	660381
2086	174343	661034
2087	174443	661013
2088	174606	661230
2089	174720	661263
2090	174863	661401
2091	174932	661266
2092	175019	661195
2093	175097	661089
2094	175175	660985
2095	175324	661149
2096	175411	661076
2097	175488	660968
2098	175563	660852
2099	175649	660776
2100	175708	660600
2101	175777	660463
2102	175841	660305
2103	175907	660154
2104	175983	660041
2105	176061	659937
2106	176154	659891
2107	176234	659791
2108	176317	659706
2109	176399	659617
2110	176467	659476
2111	176532	659322
2112	176611	659223
2113	176683	659092
2114	176757	658977
2115	176828	658845
2116	176903	658729
2117	176981	658623
2118	177059	658520
2119	177134	658405
2120	177201	658261
2121	177279	658157
2122	177360	658064
2123	177436	657952
2124	177511	657835
2125	177593	657747
2126	177821	658197
2127	177931	658213
2128	178032	658195
2129	178112	658095
2130	178187	657980
2131	178250	657819
2132	178330	657724
2133	178437	657726
2134	178522	657647
2135	178599	657540
2136	178718	657587
2137	178817	657558
2138	178899	657470
2139	178982	657384
2140	179102	657432
2141	179213	657450
2142	179296	657365
2143	179358	657199
2144	179423	657049
2145	179492	656911
2146	179578	656837
2147	179658	656740
2148	179728	656606
2149	179798	656472
2150	179863	656322
2151	179931	656182
2152	180000	656046
2153	180080	655948
2154	180184	655937
2155	180312	656017
2156	180431	656061
2157	180541	656073
2158	180616	655956
2159	180690	655838
2160	180763	655715
2161	180840	655609
2162	180921	655517
2163	181016	655475
2164	181193	655727
2165	181339	655867
2166	181438	655840
2167	181539	655818
2168	181642	655804
2169	181745	655791
2170	181828	655703
2171	181912	655621
2172	181994	655531
2173	182136	655657
2174	182201	655506
2175	182277	655396
2176	182352	655279
2177	182432	655181
2178	182512	655086
2179	182604	655032
2180	182705	655010
2181	182813	655011
2182	182916	654997
2183	183006	654936
2184	183083	654828
2185	183197	654851
2186	183272	654736
2187	183382	654746
2188	183465	654659
2189	183570	654650
2190	183666	654609
2191	183751	654530
2192	183846	654485
2193	183976	654566
2194	184088	654581
2195	184176	654513
2196	184309	654603
2197	184418	654608
2198	184532	654633
2199	184620	654563
2200	184710	654500
2201	184789	654398
2202	184873	654317
2203	184953	654217
2204	185050	654180
2205	185143	654130
2206	185226	654040
2207	185315	653976
2208	185416	653951
2209	185503	653878
2210	185587	653795
2211	185685	653758
2212	185766	653665
2213	185837	653537
2214	185907	653402
2215	185970	653246
2216	186051	653152
2217	186135	653068
2218	186204	652931
2219	186280	652821
2220	186359	652720
2221	186436	652613
2222	186520	652527
2223	186601	652432
2224	186689	652365
2225	186784	652317
2226	186867	652232
2227	186934	652089
2228	187000	651944
2229	187068	651803
2230	187132	651649
2231	187200	651510
2232	187269	651375
2233	187356	651301
2234	187448	651247
2235	187549	651223
2236	187638	651156
2237	187722	651071
2238	187824	651051
2239	187908	650967
2240	187991	650881
2241	188145	651040
2242	188241	651000
2243	188322	650904
2244	188397	650789
2245	188470	650667
2246	188550	650569
2247	188622	650445
2248	188693	650316
2249	188784	650257
2250	188865	650162
2251	188943	650060
2252	189033	649997
2253	189109	649885
2254	189182	649763
2255	189249	649623
2256	189340	649562
2257	189438	649527
2258	189511	649405
2259	189585	649287
2260	189649	649137
2261	189721	649010
2262	189823	648991
2263	189924	648965
2264	190019	648919
2265	190118	648885
2266	190216	648851
2267	190294	648747
2268	190374	648650
2269	190465	648590
2270	190554	648523
2271	190630	648412
2272	190704	648295
2273	190784	648196
2274	190855	648071
2275	190923	647932
2276	190984	647772
2277	191066	647681
2278	191132	647536
2279	191200	647399
2280	191266	647252
2281	191336	647124
2282	191403	646982
2283	191474	646854
2284	191542	646716
2285	191611	646584
2286	191683	646461
2287	191765	646369
2288	191843	646265
2289	191975	646343
2290	192069	646297
2291	192147	646193
2292	192228	646099
2293	192298	645969
2294	192373	645855
2295	192454	645760
2296	192545	645701
2297	192645	645672
2298	192730	645591
2299	192803	645471
2300	192869	645327
2301	192938	645194
2302	193051	645209
2303	193180	645276
2304	193282	645251
2305	193367	645172
2306	193465	645138
2307	193540	645024
2308	193642	644999
2309	193724	644909
2310	193791	644769
2311	193863	644645
2312	193960	644607
2313	194292	645346
2314	194430	645441
2315	194593	645621
2316	194704	645625
2317	194808	645607
2318	194918	645609
2319	195011	645554
2320	195117	645544
2321	195257	645646
2322	195340	645555
2323	195424	645473
2324	195503	645372
2325	195576	645252
2326	195648	645126
2327	195721	645007
2328	195801	644909
2329	195874	644788
2330	195934	644625
2331	195990	644449
2332	196050	644286
2333	196123	644166
2334	196211	644094
2335	196355	644207
2336	196468	644216
2337	196542	644101
2338	196611	643968
2339	196683	643844
2340	196750	643703
2341	196817	643564
2342	196896	643463
2343	196970	643346
2344	197040	643217
2345	197110	643088
2346	197182	642965
2347	197252	642834
2348	197320	642697
2349	197406	642622
2350	197478	642499
2351	197546	642361
2352	197609	642209
2353	197691	642118
2354	197764	641998
2355	197831	641861
2356	197897	641718
2357	197978	641624
2358	198039	641467
2359	198113	641349
2360	198181	641214
2361	198259	641111
2362	198359	641080
2363	198466	641068
2364	198574	641065
2365	198675	641033
2366	198765	640970
2367	198855	640905
2368	198927	640784
2369	199000	640663
2370	199086	640587
2371	199156	640458
2372	199226	640330
2373	199308	640239
2374	199379	640114
2375	199451	639991
2376	199523	639868
2377	199604	639774
2378	199671	639636
2379	199735	639489
2380	199801	639347
2381	199891	639283
2382	199968	639177
2383	200045	639071
2384	200113	638937
2385	200181	638801
2386	200265	638718
2387	200333	638582
2388	200408	638472
2389	200491	638383
2390	200575	638300
2391	200640	638156
2392	200718	638055
2393	200782	637907
2394	200860	637805
2395	200942	637715
2396	201014	637594
2397	201087	637475
2398	201164	637370
2399	201248	637287
2400	201321	637167
2401	201407	637093
2402	201486	636992
2403	201555	636861
2404	201629	636747
2405	201701	636627
2406	201770	636496
2407	201843	636376
2408	201911	636242
2409	201976	636099
2410	202036	635942
2411	202106	635813
2412	202169	635663
2413	202248	635566
2414	202316	635433
2415	202379	635283
2416	202442	635134
2417	202509	634998
2418	202575	634860
2419	202644	634730
2420	202714	634603
2421	202775	634447
2422	202842	634312
2423	202908	634171
2424	202976	634039
2425	203051	633928
2426	203146	633881
2427	203230	633798
2428	203312	633708
2429	203395	633623
2430	203479	633539
2431	203561	633449
2432	203636	633339
2433	203702	633202
2434	203788	633123
2435	203856	632991
2436	203923	632855
2437	203986	632709
2438	204056	632584
2439	204128	632462
2440	204198	632338
2441	204264	632198
2442	204349	632119
2443	204412	631973
2444	204488	631866
2445	204561	631749
2446	204624	631600
2447	204690	631464
2448	204750	631308
2449	204825	631196
2450	204891	631059
2451	204965	630945
2452	205029	630801
2453	205104	630693
2454	205176	630573
2455	205245	630446
2456	205314	630317
2457	205381	630181
2458	205461	630087
2459	205525	629944
2460	205584	629783
2461	205640	629617
2462	205710	629491
2463	205775	629352
2464	205846	629230
2465	205908	629081
2466	205969	628928
2467	206037	628798
2468	206118	628706
2469	206186	628577
2470	206248	628427
2471	206307	628268
2472	206367	628115
2473	206431	627973
2474	206497	627836
2475	206572	627725
2476	206640	627596
2477	206709	627468
2478	206779	627345
2479	206850	627223
2480	206914	627083
2481	206976	626934
2482	207040	626790
2483	207105	626652
2484	207179	626540
2485	207247	626411
2486	207309	626264
2487	207380	626141
2488	207444	626000
2489	207517	625886
2490	207589	625767
2491	207661	625651
2492	207730	625524
2493	207808	625423
2494	207883	625317
2495	207973	625254
2496	208052	625156
2497	208131	625060
2498	208223	625003
2499	208296	624888
2500	208384	624818
2501	208471	624747
2502	208563	624690
2503	208670	624678
2504	208786	624692
2505	208915	624744
2506	209039	624783
2507	209123	624701
2508	209194	624582
2509	209268	624470
2510	209332	624330
2511	209405	624214
2512	209489	624133
2513	209569	624039
2514	209636	623908
2515	209708	623790
2516	209780	623673
2517	209861	623582
2518	209940	623486
2519	210018	623389
2520	210090	623272
2521	210153	623129
2522	210273	623154
2523	210344	623033
2524	210421	622930
2525	210498	622830
2526	210565	622697
2527	210628	622553
2528	210696	622425
2529	210757	622276
2530	210824	622145
2531	210884	621992
2532	210952	621865
2533	211020	621737
2534	211089	621610
2535	211151	621464
2536	211236	621386
2537	211313	621283
2538	211388	621176
2539	211455	621047
2540	211528	620933
2541	211603	620826
2542	211675	620708
2543	211740	620573
2544	211824	620492
2545	211891	620359
2546	211988	620317
2547	212066	620219
2548	212152	620144
2549	212223	620025
2550	212287	619886
2551	212324	619667
2552	212384	619517
2553	212457	619404
2554	212519	619258
2555	212584	619124
2556	212648	618985
2557	212718	618864
2558	212784	618728
2559	212866	618643
2560	212974	618632
2561	213065	618571
2562	213170	618552
2563	213252	618465
2564	213326	618355
2565	213416	618291
2566	213521	618271
2567	213612	618210
2568	213683	618093
2569	213756	617980
2570	213838	617893
2571	213912	617784
2572	213986	617673
2573	214069	617591
2574	214144	617484
2575	214230	617408
2576	214314	617329
2577	214391	617229
2578	214468	617125
2579	214557	617059
2580	214636	616965
2581	214709	616853
2582	214797	616782
2583	214877	616691
2584	214957	616599
2585	215028	616481
2586	215098	616361
2587	215162	616222
2588	215236	616112
2589	215309	616001
2590	215370	615853
2591	215439	615730
2592	215514	615624
2593	215582	615499
2594	215611	615261
2595	215680	615139
2596	215754	615029
2597	215845	614969
2598	215929	614887
2599	216055	614926
2600	216188	614987
2601	216343	615106
2602	216490	615204
2603	216599	615195
2604	216664	615060
2605	216733	614937
2606	216801	614812
2607	216875	614701
2608	216944	614580
2609	217033	614512
2610	217111	614413
2611	217180	614292
2612	217253	614178
2613	217328	614072
2614	217401	613961
2615	217482	613871
2616	217586	613849
2617	217675	613781
2618	217752	613680
2619	217822	613560
2620	217907	613483
2621	217973	613353
2622	218042	613228
2623	218169	613268
2624	218434	613698
2625	218811	614439
2626	218997	614642
2627	219155	614769
2628	219267	614765
2629	219345	614668
2630	219424	614573
2631	219497	614458
2632	219585	614388
2633	219658	614276
2634	219724	614145
2635	219809	614066
2636	219898	613997
2637	219989	613935
2638	220072	613852
2639	220153	613761
2640	220328	613932
2641	220436	613918
2642	220500	613781
2643	220621	613800
2644	220709	613731
2645	220794	613650
2646	220885	613588
2647	220962	613487
2648	221047	613410
2649	221119	613294
2650	221204	613214
2651	221295	613151
2652	221372	613051
2653	221489	613060
2654	221597	613043
2655	221702	613020
2656	221787	612940
2657	221867	612847
2658	221959	612787
2659	222057	612745
2660	222143	612669
2661	222237	612614
2662	222307	612494
2663	222389	612406
2664	222488	612364
2665	222606	612376
2666	222710	612348
2667	222823	612348
2668	222919	612298
2669	223009	612233
2670	223105	612183
2671	223222	612191
2672	223326	612164
2673	223400	612054
2674	223502	612020
2675	223595	611963
2676	223710	611966
2677	223794	611883
2678	223871	611782
2679	223938	611652
2680	224031	611595
2681	224134	611564
2682	224213	611467
2683	224286	611356
2684	224362	611252
2685	224441	611156
2686	224517	611052
2687	224588	610934
2688	224659	610816
2689	224724	610681
2690	224797	610570
2691	224863	610440
2692	224931	610314
2693	224998	610185
2694	225063	610052
2695	225126	609913
2696	225188	609770
2697	225255	609641
2698	225324	609519
2699	225390	609387
2700	225462	609275
2701	225535	609163
2702	225609	609053
2703	225670	608908
2704	225735	608776
2705	225805	608655
2706	225870	608524
2707	225947	608421
2708	226013	608292
2709	226085	608178
2710	226150	608045
2711	226219	607922
2712	226293	607814
2713	226359	607684
2714	226422	607545
2715	226489	607417
2716	226558	607296
2717	226619	607154
2718	226687	607029
2719	226755	606903
2720	226824	606782
2721	226902	606684
2722	226974	606570
2723	227056	606484
2724	227124	606359
2725	227198	606252
2726	227273	606144
2727	227335	606006
2728	227413	605907
2729	227478	605777
2730	227550	605661
2731	227623	605550
2732	227685	605411
2733	227762	605311
2734	227866	605284
2735	227965	605241
2736	228080	605242
2737	228181	605204
2738	228322	605276
2739	228429	605254
2740	228534	605229
2741	228645	605218
2742	228745	605178
2743	228836	605116
2744	228928	605056
2745	229026	605011
2746	229101	604905
2747	229173	604791
2748	229250	604690
2749	229307	604537
2750	229389	604449
2751	229456	604324
2752	229518	604184
2753	229576	604034
2754	229644	603912
2755	229708	603776
2756	229792	603694
2757	229866	603585
2758	229929	603449
2759	229996	603324
2760	230068	603210
2761	230130	603072
2762	230197	602945
2763	230267	602826
2764	230357	602760
2765	230447	602695
2766	230531	602613
2767	230624	602556
2768	230694	602437
2769	230805	602427
2770	230889	602344
2771	230966	602246
2772	231046	602153
2773	231123	602055
2774	231200	601953
2775	231284	601873
2776	231360	601770
2777	231461	601733
2778	231762	602216
2779	231845	602131
2780	232001	602235
2781	232112	602224
2782	232211	602180
2783	232297	602103
2784	232393	602053
2785	232502	602035
2786	232575	601926
2787	232646	601809
2788	232705	601662
2789	232775	601544
2790	232850	601439
2791	232934	601358
2792	233000	601230
2793	233078	601131
2794	233161	601046
2795	233241	600955
2796	233327	600879
2797	233410	600795
2798	233484	600686
2799	233559	600582
2800	233628	600460
2801	233693	600331
2802	233764	600215
2803	233834	600096
2804	233903	599977
2805	233983	599883
2806	234064	599794
2807	234136	599683
2808	234210	599576
2809	234280	599456
2810	234347	599333
2811	234443	599281
2812	234518	599178
2813	234608	599109
2814	234672	598978
2815	234741	598857
2816	234809	598734
2817	234885	598633
2818	234969	598550
2819	235047	598454
2820	235117	598337
2821	235198	598246
2822	235274	598145
2823	235346	598033
2824	235416	597916
2825	235486	597798
2826	235552	597671
2827	235622	597554
2828	235687	597423
2829	235752	597294
2830	235828	597193
2831	235907	597098
2832	235977	596981
2833	236048	596868
2834	236119	596754
2835	236208	596685
2836	236287	596591
2837	236368	596502
2838	236439	596388
2839	236504	596256
2840	236569	596128
2841	236629	595987
2842	236687	595840
2843	236744	595689
2844	236810	595563
2845	236876	595437
2846	236940	595306
2847	237013	595195
2848	237077	595064
2849	237147	594950
2850	237228	594859
2851	237301	594751
2852	237373	594639
2853	237450	594540
2854	237528	594444
2855	237620	594382
2856	237712	594324
2857	237778	594196
2858	237843	594067
2859	237921	593971
2860	237980	593828
2861	238065	593748
2862	238146	593661
2863	238219	593553
2864	238286	593428
2865	238351	593300
2866	238423	593190
2867	238492	593072
2868	238556	592939
2869	238629	592832
2870	238706	592732
2871	238790	592653
2872	238871	592564
2873	238948	592466
2874	239022	592359
2875	239086	592228
2876	239167	592142
2877	239236	592022
2878	239320	591942
2879	239406	591866
2880	239488	591780
2881	239559	591667
2882	239626	591545
2883	239715	591474
2884	239803	591404
2885	239903	591362
2886	239969	591237
2887	240038	591120
2888	240128	591052
2889	240192	590923
2890	240278	590846
2891	240339	590710
2892	240426	590637
2893	240492	590511
2894	240562	590397
2895	240645	590313
2896	240727	590226
2897	240832	590197
2898	240900	590078
2899	240967	589953
2900	241054	589881
2901	241115	589745
2902	241180	589617
2903	241253	589510
2904	241319	589384
2905	241402	589301
2906	241484	589216
2907	241557	589107
2908	241640	589023
2909	241701	588887
2910	241764	588755
2911	241841	588657
2912	241921	588566
2913	242033	588556
2914	242113	588465
2915	242181	588344
2916	242262	588257
2917	242350	588185
2918	242444	588128
2919	242520	588028
2920	242590	587913
2921	242669	587822
2922	242769	587779
2923	242841	587670
2924	242928	587597
2925	243003	587493
2926	243107	587462
2927	243172	587334
2928	243261	587266
2929	243361	587224
2930	243426	587096
2931	243503	587000
2932	243574	586886
2933	243645	586774
2934	243719	586670
2935	243783	586541
2936	243864	586453
2937	243935	586342
2938	244031	586290
2939	244115	586209
2940	244179	586079
2941	244245	585956
2942	244311	585831
2943	244389	585738
2944	244457	585618
2945	244523	585496
2946	244587	585367
2947	244648	585230
2948	244711	585100
2949	244795	585018
2950	244869	584914
2951	244946	584818
2952	245048	584779
2953	245124	584681
2954	245209	584602
2955	245283	584497
2956	245375	584436
2957	245452	584340
2958	245536	584259
2959	245617	584170
2960	245694	584074
2961	245785	584010
2962	245918	584046
2963	246041	584058
2964	246154	584045
2965	246294	584097
2966	246462	584215
2967	246558	584164
2968	246639	584076
2969	246728	584007
2970	246804	583907
2971	246891	583834
2972	246973	583747
2973	247110	583791
2974	247201	583727
2975	247295	583671
2976	247433	583716
2977	247550	583713
2978	247654	583680
2979	247740	583604
2980	247825	583525
2981	247922	583474
2982	248010	583402
2983	248104	583344
2984	248177	583238
2985	248259	583153
2986	248330	583039
2987	248411	582951
2988	248494	582868
2989	248564	582753
2990	248633	582639
2991	248717	582557
2992	248806	582488
2993	248894	582416
2994	248972	582322
2995	249052	582230
2996	249113	582095
2997	249189	581997
2998	249268	581904
2999	249338	581789
3000	249419	581702
3001	249488	581584
3002	249561	581479
3003	249625	581352
3004	249709	581270
3005	249779	581156
3006	249845	581035
3007	249934	580964
3008	250012	580870
3009	250091	580777
3010	250159	580658
3011	250256	580608
3012	250332	580508
3013	250397	580383
3014	250492	580328
3015	250571	580236
3016	250658	580162
3017	250740	580076
3018	250814	579971
3019	250904	579904
3020	250975	579794
3021	251050	579692
3022	251131	579603
3023	251200	579489
3024	251299	579442
3025	251368	579328
3026	251444	579226
3027	251511	579107
3028	251580	578993
3029	251668	578921
3030	251742	578816
3031	251815	578709
3032	251896	578623
3033	251960	578495
3034	252032	578387
3035	252100	578271
3036	252196	578217
3037	252259	578087
3038	252332	577981
3039	252425	577920
3040	252485	577785
3041	252546	577653
3042	252619	577547
3043	252693	577443
3044	252763	577331
3045	252831	577213
3046	252925	577155
3047	252993	577038
3048	253061	576919
3049	253126	576796
3050	253203	576700
3051	253271	576581
3052	253345	576479
3053	253440	576422
3054	253529	576353
3055	253608	576261
3056	253679	576153
3057	253755	576052
3058	253870	576043
3059	253939	575927
3060	254016	575831
3061	254085	575717
3062	254157	575608
3063	254234	575511
3064	254306	575404
3065	254382	575306
3066	254454	575198
3067	254518	575072
3068	254581	574944
3069	254643	574813
3070	254721	574720
3071	254789	574602
3072	254862	574497
3073	254934	574389
3074	255025	574325
3075	255095	574214
3076	255160	574089
3077	255251	574024
3078	255314	573898
3079	255377	573769
3080	255464	573696
3081	255566	573656
3082	255644	573562
3083	255723	573471
3084	255792	573357
3085	255861	573242
3086	255925	573118
3087	255996	573008
3088	256065	572893
3089	256133	572776
3090	256205	572671
3091	256283	572575
