iter	Passed	Remaining
891	61688	629890
892	61774	629989
893	61849	629979
894	61928	630013
895	61999	629958
896	62102	630237
897	62189	630344
898	62253	630225
899	62317	630096
900	62400	630167
901	62462	630026
902	62527	629916
903	62594	629817
904	62662	629739
905	62726	629614
906	62801	629603
907	62876	629594
908	62945	629522
909	63011	629422
910	63094	629489
911	63174	629525
912	63250	629525
913	63311	629373
914	63369	629192
915	63432	629057
916	63497	628946
917	63569	628909
918	63637	628826
919	63702	628714
920	63771	628645
921	63841	628582
922	63909	628498
923	64011	628757
924	64120	629071
925	64197	629075
926	64275	629098
927	64451	630065
928	64926	633960
929	65270	636558
930	65506	638111
931	65719	639425
932	65974	641152
933	66237	642945
934	66503	644766
935	66745	646349
936	66928	647354
937	67148	648724
938	67431	650692
939	67677	652298
940	67970	654353
941	68292	656682
942	68597	658840
943	68769	659724
944	68986	661029
945	69158	661900
946	69289	662380
947	69407	662739
948	69558	663411
949	69653	663539
950	69776	663944
951	69872	664077
952	69982	664353
953	70066	664383
954	70141	664321
955	70221	664310
956	70305	664340
957	70386	664338
958	70462	664287
959	70553	664375
960	70637	664403
961	70720	664415
962	70798	664392
963	70880	664396
964	70955	664331
965	71032	664295
966	71105	664212
967	71182	664172
968	71263	664167
969	71342	664145
970	71419	664109
971	71516	664253
972	71675	664967
973	71754	664940
974	71850	665080
975	71940	665153
976	72013	665074
977	72079	664928
978	72146	664790
979	72218	664701
980	72289	664609
981	72380	664695
982	72470	664767
983	72539	664648
984	72614	664589
985	72694	664573
986	72761	664435
987	72842	664434
988	72925	664439
989	73010	664466
990	73128	664796
991	73250	665162
992	73382	665619
993	73478	665745
994	73576	665882
995	73658	665882
996	73751	665982
997	73860	666224
998	73941	666211
999	74023	666215
1000	74116	666309
1001	74196	666286
1002	74288	666373
1003	74378	666439
1004	74473	666557
1005	74566	666648
1006	74657	666726
1007	74750	666824
1008	74833	666822
1009	74906	666741
1010	74988	666735
1011	75059	666633
1012	75154	666746
1013	75245	666818
1014	75319	666741
1015	75403	666752
1016	75488	666775
1017	75564	666719
1018	75643	666691
1019	75720	666639
1020	75794	666564
1021	75889	666669
1022	75993	666858
1023	76077	666862
1024	76158	666854
1025	76252	666946
1026	76334	666941
1027	76410	666884
1028	76491	666867
1029	76566	666801
1030	76650	666805
1031	76719	666688
1032	76796	666631
1033	76875	666603
1034	76965	666658
1035	77043	666615
1036	77120	666567
1037	77201	666554
1038	77288	666585
1039	77375	666617
1040	77457	666612
1041	77535	666563
1042	77606	666464
1043	77681	666396
1044	77753	666302
1045	77825	666206
1046	77908	666201
1047	77973	666044
1048	78034	665855
1049	78109	665787
1050	78176	665650
1051	78247	665548
1052	78314	665410
1053	78405	665476
1054	78488	665476
1055	78553	665326
1056	78652	665455
1057	78743	665527
1058	78837	665614
1059	78917	665585
1060	79005	665630
1061	79097	665696
1062	79191	665787
1063	79271	665765
1064	79350	665728
1065	79444	665817
1066	79521	665760
1067	79588	665620
1068	79654	665478
1069	79729	665403
1070	79908	666199
1071	79986	666156
1072	80065	666122
1073	80127	665934
1074	80204	665881
1075	80268	665724
1076	80367	665846
1077	80428	665660
1078	80552	665993
1079	80629	665936
1080	80690	665756
1081	80759	665627
1082	80835	665565
1083	80904	665450
1084	80987	665439
1085	81059	665341
1086	81121	665162
1087	81194	665080
1088	81269	665003
1089	81355	665021
1090	81437	665011
1091	81515	664962
1092	81612	665073
1093	81679	664932
1094	81748	664816
1095	81816	664683
1096	81887	664582
1097	81955	664453
1098	82015	664260
1099	82077	664081
1100	82169	664146
1101	82239	664034
1102	82312	663944
1103	82372	663753
1104	82448	663689
1105	82543	663784
1106	82613	663672
1107	82689	663609
1108	82762	663519
1109	82843	663491
1110	82931	663529
1111	83018	663553
1112	83103	663555
1113	83205	663699
1114	83275	663592
1115	83345	663474
1116	83414	663354
1117	83486	663261
1118	83564	663210
1119	83628	663056
1120	83708	663020
1121	83780	662925
1122	83860	662890
1123	83930	662785
1124	83998	662652
1125	84090	662716
1126	84152	662542
1127	84215	662372
1128	84285	662266
1129	84345	662074
1130	84422	662022
1131	84490	661890
1132	84576	661905
1133	84654	661856
1134	84737	661851
1135	84805	661721
1136	84896	661771
1137	84980	661770
1138	85057	661719
1139	85153	661807
1140	85228	661735
1141	85295	661599
1142	85372	661542
1143	85457	661550
1144	85552	661627
1145	85624	661531
1146	85698	661455
1147	85779	661429
1148	85861	661413
1149	85934	661323
1150	86007	661234
1151	86082	661158
1152	86172	661201
1153	86237	661052
1154	86303	660912
1155	86364	660736
1156	86436	660639
1157	86501	660490
1158	86571	660378
1159	86641	660264
1160	86721	660236
1161	86796	660164
1162	86864	660035
1163	86940	659968
1164	87012	659876
1165	87075	659715
1166	87139	659558
1167	87197	659356
1168	87262	659210
1169	87346	659206
1170	87420	659125
1171	87498	659079
1172	87572	658993
1173	87659	659015
1174	87724	658866
1175	87802	658815
1176	87870	658691
1177	87948	658643
1178	88014	658505
1179	88086	658410
1180	88158	658312
1181	88234	658250
1182	88297	658091
1183	88364	657959
1184	88434	657850
1185	88499	657702
1186	88577	657654
1187	88647	657547
1188	88714	657414
1189	88782	657292
1190	88846	657135
1191	88913	657005
1192	88977	656854
1193	89039	656685
1194	89107	656561
1195	89171	656411
1196	89243	656313
1197	89310	656185
1198	89380	656075
1199	89441	655903
1200	89509	655781
1201	89580	655679
1202	89650	655571
1203	89726	655511
1204	89804	655458
1205	89871	655328
1206	89991	655586
1207	90188	656405
1208	90300	656604
1209	90367	656474
1210	90451	656462
1211	90520	656351
1212	90590	656239
1213	90655	656091
1214	90720	655949
1215	90791	655849
1216	90861	655737
1217	90924	655581
1218	90986	655419
1219	91051	655274
1220	91124	655184
1221	91194	655074
1222	91262	654958
1223	91332	654849
1224	91409	654791
1225	91471	654625
1226	91546	654550
1227	91635	654584
1228	91707	654488
1229	91785	654439
1230	91859	654356
1231	91953	654421
1232	92024	654324
1233	92103	654279
1234	92177	654200
1235	92251	654122
1236	92321	654010
1237	92400	653966
1238	92462	653807
1239	92522	653629
1240	92593	653528
1241	92655	653362
1242	92720	653218
1243	92789	653109
1244	92877	653127
1245	92974	653211
1246	93046	653114
1247	93117	653014
1248	93195	652967
1249	93262	652839
1250	93327	652695
1251	93391	652544
1252	93450	652366
1253	93515	652220
1254	93583	652105
1255	93652	651987
1256	93720	651866
1257	93787	651739
1258	93854	651615
1259	93938	651606
1260	94007	651492
1261	94082	651422
1262	94152	651313
1263	94215	651161
1264	94282	651035
1265	94348	650899
1266	94413	650759
1267	94486	650675
1268	94565	650632
1269	94628	650476
1270	94691	650321
1271	94760	650209
1272	94828	650091
1273	94900	650001
1274	94966	649866
1275	95046	649834
1276	95119	649750
1277	95189	649642
1278	95265	649575
1279	95341	649512
1280	95401	649341
1281	95458	649147
1282	95523	649006
1283	95586	648855
1284	95645	648675
1285	95706	648512
1286	95767	648348
1287	95828	648183
1288	95891	648026
1289	95953	647871
1290	96013	647698
1291	96091	647647
1292	96150	647474
1293	96211	647307
1294	96278	647184
1295	96340	647027
1296	96398	646846
1297	96465	646723
1298	96535	646615
1299	96603	646500
1300	96667	646357
1301	96735	646243
1302	96813	646189
1303	96877	646047
1304	96950	645964
1305	97015	645828
1306	97093	645779
1307	97166	645693
1308	97232	645566
1309	97295	645420
1310	97360	645285
1311	97427	645163
1312	97495	645046
1313	97568	644961
1314	97633	644823
1315	97697	644681
1316	97784	644697
1317	97865	644661
1318	97947	644642
1319	98073	644905
1320	98216	645283
1321	98461	646327
1322	98897	648624
1323	99089	649321
1324	99204	649510
1325	99298	649556
1326	99395	649631
1327	99485	649653
1328	99568	649629
1329	99663	649683
1330	99791	649958
1331	99879	649965
1332	99981	650069
1333	100076	650123
1334	100166	650142
1335	100259	650188
1336	100331	650093
1337	100406	650014
1338	100493	650020
1339	100566	649926
1340	100640	649849
1341	100710	649743
1342	100793	649717
1343	101017	650599
1344	101249	651537
1345	101329	651487
1346	101485	651930
1347	101640	652368
1348	101807	652878
1349	101992	653505
1350	102156	653995
1351	102255	654069
1352	102460	654820
1353	102736	656024
1354	102863	656274
1355	102949	656263
1356	103146	656958
1357	103486	658564
1358	103680	659237
1359	103872	659895
1360	104032	660348
1361	104214	660940
1362	104305	660959
1363	104393	660955
1364	104474	660908
1365	104549	660818
1366	104633	660790
1367	104713	660733
1368	104797	660708
1369	104939	661045
1370	105049	661175
1371	105131	661135
1372	105204	661036
1373	105268	660878
1374	105341	660776
1375	105475	661063
1376	105600	661285
1377	105680	661231
1378	105743	661069
1379	105815	660961
1380	105921	661067
1381	106045	661286
1382	106142	661339
1383	106222	661282
1384	106345	661493
1385	106452	661604
1386	106548	661645
1387	106611	661482
1388	106710	661544
1389	106867	661960
1390	106986	662145
1391	107087	662219
1392	107234	662575
1393	107344	662701
1394	107429	662676
1395	107550	662871
1396	107674	663081
1397	107797	663289
1398	107862	663136
1399	107950	663123
1400	108079	663368
1401	108217	663664
1402	108288	663543
1403	108351	663382
1404	108416	663228
1405	108483	663092
1406	108584	663161
1407	108729	663494
1408	108807	663423
1409	108874	663282
1410	108962	663270
1411	109113	663643
1412	109208	663674
1413	109299	663681
1414	109381	663634
1415	109463	663586
1416	109548	663551
1417	109621	663449
1418	109702	663394
1419	109786	663357
1420	109895	663469
1421	109982	663453
1422	110056	663353
1423	110128	663244
1424	110199	663132
1425	110269	663009
1426	110343	662912
1427	110417	662811
1428	110479	662647
1429	110545	662498
1430	110611	662357
1431	110692	662297
1432	110759	662160
1433	110826	662024
1434	110930	662102
1435	111020	662101
1436	111094	662004
1437	111155	661834
1438	111222	661692
1439	111289	661552
1440	111367	661483
1441	111442	661392
1442	111517	661301
1443	111579	661132
1444	111660	661078
1445	111731	660962
1446	111795	660805
1447	111871	660720
1448	111950	660656
1449	112031	660600
1450	112138	660700
1451	112277	660983
1452	112384	661078
1453	112454	660960
1454	112559	661046
1455	112691	661289
1456	112787	661322
1457	112891	661400
1458	113024	661645
1459	113131	661741
1460	113209	661669
1461	113287	661592
1462	113353	661451
1463	113429	661360
1464	113497	661228
1465	113570	661126
1466	113633	660965
1467	113740	661056
1468	113841	661118
1469	113949	661217
1470	114023	661121
1471	114118	661142
1472	114235	661292
1473	114346	661411
1474	114428	661355
1475	114485	661161
1476	114555	661039
1477	114634	660970
1478	114735	661028
1479	114855	661196
1480	114949	661214
1481	115045	661237
1482	115162	661389
1483	115265	661456
1484	115345	661394
1485	115421	661305
1486	115517	661331
1487	115618	661388
1488	115745	661592
1489	115814	661464
1490	115887	661360
1491	115948	661183
1492	116013	661035
1493	116087	660938
1494	116154	660800
1495	116227	660695
1496	116297	660571
1497	116368	660459
1498	116443	660363
1499	116512	660236
1500	116582	660117
1501	116650	659983
1502	116717	659844
1503	116785	659714
1504	116847	659548
1505	116911	659395
1506	116995	659352
1507	117079	659310
1508	117165	659278
1509	117261	659302
1510	117334	659202
1511	117402	659071
1512	117473	658954
1513	117539	658809
1514	117602	658651
1515	117672	658528
1516	117746	658431
1517	117813	658297
1518	117878	658149
1519	117954	658063
1520	118030	657974
1521	118104	657875
1522	118177	657776
1523	118245	657643
1524	118308	657486
1525	118375	657346
1526	118439	657193
1527	118497	657010
1528	118561	656856
1529	118618	656668
1530	118699	656609
1531	118767	656475
1532	118837	656360
1533	118922	656323
1534	118998	656234
1535	119067	656110
1536	119128	655944
1537	119189	655772
1538	119259	655657
1539	119324	655507
1540	119393	655383
1541	119456	655226
1542	119525	655102
1543	119596	654994
1544	119675	654922
1545	119749	654826
1546	119830	654770
1547	119906	654682
1548	119982	654599
1549	120060	654524
1550	120147	654496
1551	120218	654384
1552	120314	654409
1553	120414	654452
1554	120517	654514
1555	120617	654557
1556	120707	654546
1557	120802	654569
1558	120878	654478
1559	120955	654402
1560	121042	654375
1561	121147	654445
1562	121247	654490
1563	121334	654460
1564	121428	654470
1565	121520	654474
1566	121615	654487
1567	121710	654505
1568	121797	654475
1569	121882	654437
1570	121970	654414
1571	122058	654396
1572	122150	654395
1573	122230	654326
1574	122326	654350
1575	122419	654351
1576	122520	654399
1577	122608	654380
1578	122708	654416
1579	122794	654387
1580	122881	654359
1581	122974	654358
1582	123062	654340
1583	123143	654279
1584	123230	654250
1585	123322	654248
1586	123393	654135
1587	123482	654117
1588	123561	654042
1589	123642	653985
1590	123919	654961
1591	124179	655840
1592	124403	656534
1593	124568	656914
1594	124708	657161
1595	125034	658392
1596	125224	658897
1597	125575	660255
1598	125861	661266
1599	126083	661939
1600	126185	661982
1601	126276	661968
1602	126371	661972
1603	126463	661964
1604	126574	662053
1605	126647	661944
1606	126753	662002
1607	126840	661970
1608	126903	661805
1609	126963	661628
1610	127037	661525
1611	127104	661386
1612	127166	661216
1613	127337	661617
1614	127438	661653
1615	127541	661700
1616	127628	661662
1617	127701	661555
1618	127812	661640
1619	127924	661731
1620	128023	661757
1621	128140	661875
1622	128417	662819
1623	128632	663440
1624	128772	663672
1625	128872	663703
1626	129037	664061
1627	129143	664118
1628	129245	664160
1629	129335	664135
1630	129442	664194
1631	129674	664901
1632	129797	665041
1633	129895	665060
1634	130012	665170
1635	130144	665357
1636	130240	665366
1637	130322	665296
1638	130416	665290
1639	130523	665350
1640	130638	665451
1641	130712	665345
1642	130794	665277
1643	130867	665164
1644	130972	665214
1645	131045	665098
1646	131119	664991
1647	131258	665214
1648	131395	665423
1649	131498	665460
1650	131566	665324
1651	131642	665224
1652	131776	665421
1653	131892	665525
1654	131971	665441
1655	132067	665441
1656	132140	665329
1657	132236	665329
1658	132303	665185
1659	132381	665095
1660	132538	665404
1661	132611	665291
1662	132681	665163
1663	132743	664994
