iter	RMSE
198	34271.99525
199	34194.8473
200	34104.50567
201	34013.46304
202	33934.81397
203	33862.32053
204	33783.92242
205	33710.85791
206	33636.06584
207	33545.61484
208	33474.0547
209	33402.02266
210	33329.95851
211	33252.43151
212	33187.71571
213	33106.35092
214	33042.38043
215	32973.63265
216	32897.26941
217	32816.96631
218	32749.08861
219	32686.57113
220	32602.2927
221	32529.87342
222	32469.07309
223	32403.06314
224	32330.74387
225	32255.80973
226	32191.88283
227	32124.02606
228	32051.7266
229	31990.86297
230	31925.79368
231	31869.51122
232	31808.69882
233	31756.05342
234	31692.21651
235	31624.88221
236	31566.09326
237	31522.98229
238	31462.36337
239	31403.97092
240	31335.23385
241	31260.88993
242	31211.46676
243	31150.91966
244	31091.01018
245	31022.37711
246	30964.29801
247	30897.8935
248	30834.13331
249	30773.88509
250	30719.53988
251	30679.64759
252	30619.42154
253	30565.65445
254	30525.45589
255	30471.19323
256	30427.67646
257	30365.6602
258	30300.9202
259	30251.98293
260	30197.03269
261	30145.92756
262	30077.8121
263	30026.12934
264	29977.90835
265	29924.40922
266	29863.09465
267	29821.88827
268	29769.92712
269	29718.88439
270	29665.7641
271	29618.31559
272	29555.021
273	29516.9725
274	29465.58361
275	29412.31689
276	29375.62112
277	29322.73811
278	29262.63403
279	29226.07593
280	29179.55038
281	29133.55831
282	29079.22537
283	29029.73686
284	28990.77366
285	28945.28748
286	28895.76705
287	28858.87686
288	28810.45595
289	28768.02611
290	28711.64185
291	28656.31039
292	28604.70526
293	28546.1803
294	28498.86323
295	28455.70866
296	28411.81384
297	28354.10626
298	28318.8675
299	28279.1259
300	28243.83687
301	28199.25755
302	28168.97036
303	28124.42024
304	28100.71944
305	28061.17608
306	28018.71487
307	27977.6613
308	27929.16636
309	27890.99688
310	27862.85853
311	27817.93193
312	27791.04748
313	27751.49793
314	27712.74321
315	27667.75888
316	27627.3575
317	27598.0357
318	27549.28383
319	27518.70784
320	27478.21816
321	27450.01143
322	27435.72738
323	27397.31239
324	27358.98858
325	27323.34993
326	27287.3575
327	27237.85802
328	27211.98929
329	27170.43637
330	27130.53116
331	27096.99322
332	27069.29453
333	27039.29486
334	27008.83623
335	26970.78212
336	26937.52111
337	26898.17626
338	26860.55905
339	26824.89874
340	26787.09459
341	26756.13093
342	26729.04671
343	26704.40773
344	26668.50779
345	26653.39531
346	26624.63419
347	26592.71136
348	26557.28633
349	26512.99565
350	26489.91873
351	26457.80517
352	26427.24412
353	26405.64526
354	26372.03267
355	26363.01367
356	26334.51617
357	26308.34756
358	26279.56711
359	26251.12906
360	26223.84615
361	26190.79972
362	26152.41846
363	26128.3865
364	26092.00939
365	26065.48425
366	26042.92154
367	26021.14437
368	25996.6811
369	25957.98446
370	25931.1877
371	25904.06873
372	25878.7382
373	25853.66859
374	25819.80174
375	25790.69482
376	25756.91603
377	25727.98054
378	25693.28138
379	25678.5467
380	25649.67856
381	25621.54613
382	25597.53061
383	25567.17101
384	25535.69507
385	25504.39878
386	25489.1792
387	25471.8789
388	25439.61887
389	25418.52396
390	25383.84982
391	25354.56351
392	25324.35204
393	25293.33187
394	25266.91079
395	25242.16669
396	25213.22502
397	25189.66468
398	25166.67636
399	25139.8279
400	25113.57699
401	25079.12985
402	25051.6154
403	25031.0044
404	25004.15013
405	24981.17885
406	24953.6439
407	24923.76495
408	24901.9424
409	24870.7336
410	24839.78155
411	24818.03409
412	24789.7998
413	24767.31282
414	24734.17954
415	24697.08649
416	24680.09288
417	24659.48971
418	24638.91955
419	24615.69261
420	24590.07889
421	24562.3493
422	24538.44562
423	24517.62163
424	24494.04181
425	24474.75592
426	24447.84502
427	24426.95594
428	24396.94808
429	24372.74791
430	24350.67632
431	24326.6687
432	24304.38783
433	24278.46953
434	24255.9013
435	24234.07171
436	24213.08493
437	24191.38556
438	24173.5563
439	24149.64956
440	24126.75729
441	24095.49899
442	24065.94014
443	24041.55573
444	24019.00113
445	23994.42378
446	23970.80678
447	23948.39182
448	23933.94148
449	23906.29076
450	23883.73642
451	23859.9938
452	23845.18927
453	23818.31573
454	23801.74242
455	23780.16193
456	23756.79348
457	23742.07037
458	23728.99497
459	23709.08519
460	23682.04009
461	23663.48403
462	23645.54627
463	23630.90136
464	23620.33485
465	23596.29949
466	23575.60323
467	23557.18823
468	23544.43849
469	23518.40637
470	23491.78905
471	23480.9154
472	23464.37024
473	23440.53451
474	23419.51011
475	23402.72555
476	23388.32743
477	23363.35722
478	23339.47437
479	23320.169
480	23300.12476
481	23281.88833
482	23264.56887
483	23242.30709
484	23223.18802
485	23207.49012
486	23184.70034
487	23166.66339
488	23143.82754
489	23121.79434
490	23099.67885
491	23080.44918
492	23063.84683
493	23050.16156
494	23040.03964
495	23020.79867
496	23005.27541
497	22989.57559
498	22970.53452
499	22949.55694
500	22937.62473
501	22923.04305
502	22904.08917
503	22880.25879
504	22863.10196
505	22849.78953
506	22826.03734
507	22808.37631
508	22787.17557
509	22772.16455
510	22750.73183
511	22733.77298
512	22717.18463
513	22692.32242
514	22676.24996
515	22662.29995
516	22647.73479
517	22631.57049
518	22621.7561
519	22599.39748
520	22577.33139
521	22559.43473
522	22556.74255
523	22542.72758
524	22524.61779
525	22509.42422
526	22498.58972
527	22478.61403
528	22453.89485
529	22437.54018
530	22423.22704
531	22395.91241
532	22380.40545
533	22359.66579
534	22340.93419
535	22330.7753
536	22319.17087
537	22300.79766
538	22289.49132
539	22275.02348
540	22257.93285
541	22242.48574
542	22226.40316
543	22214.46183
544	22202.30497
545	22178.49615
546	22166.41769
547	22147.60081
548	22131.97778
549	22113.43841
550	22099.70923
551	22077.00048
552	22059.43207
553	22044.34329
554	22014.97231
555	22002.94633
556	21974.02642
557	21962.656
558	21947.6879
559	21931.27879
560	21917.73863
561	21900.79078
562	21889.61436
563	21876.62896
564	21859.59321
565	21852.02099
566	21836.42945
567	21817.83793
568	21800.5208
569	21783.28613
570	21764.93011
571	21750.67434
572	21743.07727
573	21726.93737
574	21707.35779
575	21693.0455
576	21677.52804
577	21661.89415
578	21642.6301
579	21636.9769
580	21618.87625
581	21600.72941
582	21586.94125
583	21573.90999
584	21556.97093
585	21545.79296
586	21528.36781
587	21504.19618
588	21490.8997
589	21475.4818
590	21453.40632
591	21438.06357
592	21430.6589
593	21425.02716
594	21409.32312
595	21385.6193
596	21368.61354
597	21348.01547
598	21330.32947
599	21319.03095
600	21302.16715
601	21298.54538
602	21283.00707
603	21259.0953
604	21246.15383
605	21232.68935
606	21214.83091
607	21210.96496
608	21192.71259
609	21175.47244
610	21153.36531
611	21130.13997
612	21112.45119
613	21104.36545
614	21083.63405
615	21072.42797
616	21065.90003
617	21051.32206
618	21042.91914
619	21023.84465
620	21021.40157
621	21006.61279
622	20993.72435
623	20977.7173
624	20968.389
625	20954.15993
626	20940.11507
627	20931.84122
628	20916.84233
629	20909.15127
630	20894.68796
631	20881.82311
632	20866.00272
633	20852.32028
634	20843.56985
635	20826.63632
636	20817.50722
637	20805.06037
638	20793.70712
639	20782.15304
640	20765.75548
641	20747.03408
642	20739.29536
643	20732.63721
644	20721.95042
645	20713.5613
646	20707.35492
647	20697.97246
648	20680.55586
649	20668.78991
650	20656.96421
651	20643.81692
652	20629.41389
653	20619.03641
654	20604.81231
655	20591.23545
656	20576.96082
657	20560.03234
658	20551.22286
659	20535.01083
660	20525.22382
661	20510.44751
662	20504.07615
663	20493.7968
664	20473.23455
665	20459.71704
666	20446.64154
667	20438.60806
668	20428.76798
669	20414.28829
670	20400.83253
671	20386.29079
672	20376.8598
673	20367.99005
674	20350.88368
675	20342.26169
676	20328.98798
677	20318.27323
678	20304.73047
679	20298.15264
680	20286.93481
681	20268.44086
682	20258.32197
683	20246.16858
684	20235.75176
685	20225.66032
686	20217.70476
687	20209.34591
688	20203.04304
689	20191.46845
690	20177.53818
691	20164.20283
692	20156.54533
693	20149.31706
694	20141.68236
695	20130.3265
696	20125.67286
697	20110.19821
698	20100.13669
699	20086.99665
700	20073.18204
701	20059.08688
702	20052.98298
703	20035.87129
704	20021.16098
705	20011.57743
706	20005.54375
707	19992.19154
708	19977.72486
709	19960.84647
710	19947.84167
711	19939.78976
712	19938.51317
713	19924.8522
714	19907.91732
715	19889.91921
716	19878.59981
717	19870.72165
718	19869.47381
719	19855.38337
720	19840.52558
721	19826.00126
722	19818.60905
723	19811.8004
724	19804.61377
725	19792.74918
726	19782.10411
727	19772.34846
728	19766.11853
729	19748.50447
730	19734.27074
731	19731.27317
732	19716.73082
733	19704.63828
734	19690.36299
735	19678.82644
736	19669.20728
737	19658.80752
738	19644.62244
739	19632.757
740	19627.19947
741	19622.31286
742	19609.0958
743	19599.25393
744	19590.03408
745	19575.7112
746	19563.94185
747	19553.9255
748	19545.02683
749	19533.85851
750	19528.31757
751	19521.4894
752	19514.85905
753	19503.86206
754	19490.89599
755	19481.08066
756	19461.54522
757	19450.68029
758	19440.29423
759	19429.23565
760	19419.36995
761	19411.4685
762	19403.03966
763	19387.26513
764	19382.18732
765	19368.14471
766	19358.67642
767	19350.48804
768	19341.04107
769	19335.75975
770	19328.61367
771	19317.51807
772	19310.29634
773	19307.5946
774	19294.4618
775	19286.11413
776	19273.76889
777	19262.34199
778	19257.22434
779	19246.55221
780	19242.76633
781	19233.11212
782	19221.66595
783	19215.60791
784	19207.13832
785	19197.40307
786	19189.06994
787	19182.17063
788	19172.54708
789	19165.6216
790	19147.82504
791	19141.53397
792	19131.36454
793	19123.85913
794	19109.63907
795	19099.6103
796	19089.9727
797	19082.47297
798	19078.81401
799	19073.43314
800	19069.7109
801	19052.02306
802	19044.12203
803	19033.07118
804	19028.1379
805	19018.63034
806	19004.02898
807	18992.80368
808	18984.21686
809	18973.29333
810	18948.94173
811	18939.99014
812	18933.30713
813	18917.92221
814	18904.46821
815	18894.88307
816	18886.74102
817	18881.62056
818	18869.98965
819	18857.33874
820	18841.9906
821	18828.05097
822	18817.62436
823	18811.6586
824	18800.20651
825	18789.65561
826	18765.75059
827	18750.0726
828	18734.58724
829	18726.74175
830	18713.44217
831	18704.36967
832	18694.79593
833	18684.71352
834	18676.77421
835	18673.76555
836	18670.06872
837	18666.32961
838	18661.00864
839	18650.836
840	18639.55615
841	18627.09998
842	18621.47628
843	18610.17923
844	18594.72865
845	18585.81365
846	18578.41525
847	18561.64665
848	18545.45572
849	18534.40019
850	18524.1938
851	18516.18292
852	18502.84024
853	18494.12954
854	18484.31352
855	18471.18986
856	18460.03949
857	18453.46551
858	18445.87281
859	18428.18847
860	18424.0432
861	18415.56324
862	18400.78435
863	18387.19567
864	18382.90265
865	18374.87019
866	18363.02605
867	18356.4537
868	18346.24564
869	18335.49783
870	18332.30364
871	18317.89996
872	18312.99533
873	18304.47314
874	18299.88366
875	18286.98587
876	18284.09334
877	18271.1335
878	18254.01989
879	18244.92702
880	18237.14148
881	18230.8477
882	18219.23797
883	18213.21952
884	18205.30889
885	18190.20734
886	18179.59777
887	18174.09369
888	18162.594
889	18159.68852
890	18149.7275
891	18142.66611
892	18133.09468
893	18128.67317
894	18123.92805
895	18120.22636
896	18112.39288
897	18100.21109
898	18094.61968
899	18085.0602
900	18082.74033
901	18071.66611
902	18060.76154
903	18045.81595
904	18036.05144
905	18031.20609
906	18026.0826
907	18013.26476
908	18010.30675
909	18002.81312
910	17994.38725
911	17982.63108
912	17968.68899
913	17955.92308
914	17943.37816
915	17936.33739
916	17924.18319
917	17919.26889
918	17912.59567
919	17904.05797
920	17890.49692
921	17882.49357
922	17875.89003
923	17861.397
924	17849.84326
925	17844.69997
926	17838.61344
927	17830.51293
928	17823.1181
929	17811.89998
930	17807.03032
931	17790.36654
932	17783.57366
933	17772.5409
934	17758.09938
935	17750.67238
936	17745.21538
937	17735.21327
938	17733.57448
939	17722.45508
940	17718.98956
941	17709.92871
942	17703.76277
943	17695.70523
944	17684.77552
945	17680.07388
946	17668.45464
947	17658.75555
948	17646.85121
949	17637.8209
950	17632.64562
951	17622.20786
952	17614.27599
953	17608.36457
954	17603.08961
955	17592.06248
956	17582.38162
957	17575.88582
958	17571.77416
959	17564.25507
960	17555.09944
961	17549.6049
962	17538.22103
963	17528.93222
964	17523.16415
965	17517.04187
966	17508.56318
967	17499.25297
968	17488.57508
969	17483.31735
970	17473.62053
971	17467.13313
972	17456.44079
973	17444.29513
974	17436.91723
975	17430.05691
976	17422.42221
977	17417.31756
978	17406.54038
979	17396.89707
980	17394.15568
981	17385.25973
982	17379.49708
983	17369.65313
984	17362.82065
985	17352.64128
986	17343.24452
987	17328.61663
988	17315.50904
989	17304.92729
990	17300.27918
991	17294.86093
992	17291.61259
993	17284.42077
994	17277.12208
995	17269.5483
996	17261.67312
997	17248.40438
998	17239.10252
999	17230.7682
1000	17226.54915
1001	17223.42134
1002	17212.8454
1003	17206.2311
1004	17198.09433
1005	17193.84423
1006	17187.31896
1007	17181.18566
1008	17172.78342
1009	17164.69997
1010	17154.75322
1011	17152.17633
1012	17148.96299
1013	17140.62398
1014	17134.69197
1015	17125.55058
1016	17118.8924
1017	17113.23842
1018	17111.93803
1019	17107.25859
1020	17106.74441
1021	17103.49419
1022	17099.5169
1023	17091.23682
1024	17087.19704
1025	17081.14836
1026	17073.87534
1027	17069.12148
1028	17064.14404
1029	17054.03014
1030	17041.23245
1031	17037.90642
1032	17030.91732
1033	17029.717
1034	17022.29387
1035	17014.92224
1036	17007.65646
1037	17001.42524
1038	16995.30676
1039	16987.19597
1040	16979.44262
1041	16969.83797
1042	16965.10195
1043	16961.30355
1044	16955.48895
1045	16949.87679
1046	16947.63216
1047	16938.3855
1048	16928.99433
1049	16917.63685
1050	16910.70639
1051	16904.97374
1052	16900.07945
1053	16897.76
1054	16889.99627
1055	16886.72212
1056	16880.78326
1057	16878.36915
1058	16876.91357
1059	16870.80814
1060	16861.78197
1061	16854.63413
1062	16853.45062
1063	16847.99134
1064	16832.83979
1065	16824.71481
1066	16812.09389
1067	16804.3652
1068	16797.96926
1069	16791.9046
1070	16781.50234
1071	16771.10244
1072	16766.48208
1073	16759.30709
1074	16747.48986
1075	16738.69608
1076	16731.88158
1077	16719.41413
1078	16717.79428
1079	16706.73066
1080	16696.3955
1081	16687.44167
1082	16678.72343
1083	16669.55412
1084	16665.25188
1085	16663.18357
1086	16656.58847
1087	16651.9036
1088	16643.49586
1089	16641.88507
1090	16637.2142
1091	16630.78641
1092	16627.27196
1093	16620.23555
1094	16606.12172
1095	16597.61676
1096	16595.17854
1097	16590.21905
1098	16586.20791
1099	16577.58621
1100	16573.97851
1101	16568.52199
1102	16558.60243
1103	16546.61942
1104	16543.12822
1105	16537.8163
1106	16525.97645
1107	16522.34555
1108	16516.27386
1109	16510.85109
1110	16505.57178
1111	16493.58252
1112	16484.9379
1113	16474.15565
1114	16469.6296
1115	16466.28137
1116	16458.82213
1117	16451.17941
1118	16444.99464
1119	16438.48728
1120	16428.79334
1121	16427.07235
1122	16419.93504
1123	16412.81105
1124	16407.57728
1125	16405.9993
1126	16395.9115
1127	16388.72137
1128	16384.73935
1129	16370.03808
1130	16356.98938
1131	16351.69507
1132	16346.80995
1133	16340.93637
1134	16333.08153
1135	16327.24665
1136	16320.48273
1137	16316.65061
1138	16309.2426
1139	16304.18312
1140	16300.46992
1141	16288.358
1142	16282.53622
1143	16279.68152
1144	16277.25561
1145	16273.23755
1146	16270.16986
1147	16260.85457
1148	16254.55999
1149	16249.30772
1150	16244.95774
1151	16243.48655
1152	16228.75881
1153	16224.44841
1154	16221.75414
1155	16218.64155
1156	16206.25645
1157	16200.83852
1158	16196.99545
1159	16195.45045
1160	16184.17292
1161	16181.105
1162	16169.27461
1163	16160.54736
1164	16159.19956
1165	16152.38838
1166	16143.53015
1167	16134.7925
1168	16125.21973
1169	16123.53338
1170	16119.78199
1171	16116.5781
1172	16109.77801
1173	16101.62468
1174	16093.89887
1175	16081.95974
1176	16074.4317
1177	16066.74428
1178	16062.94296
1179	16058.8377
1180	16054.84348
1181	16046.55522
1182	16044.1541
1183	16040.93187
1184	16035.4593
1185	16023.78554
1186	16021.86626
1187	16013.25611
1188	16006.00263
1189	16001.1823
1190	15993.42738
1191	15986.93341
1192	15979.00647
1193	15971.01444
1194	15962.36841
1195	15954.90698
1196	15948.5363
1197	15943.59535
1198	15938.80944
1199	15930.96825
1200	15927.19133
1201	15920.09056
1202	15913.11528
1203	15910.81181
1204	15901.97321
1205	15896.39884
1206	15886.63006
1207	15882.73676
1208	15876.48406
1209	15865.31532
1210	15858.36796
1211	15853.36279
1212	15850.02037
1213	15841.72521
1214	15839.19476
1215	15831.44542
1216	15829.53497
1217	15820.05508
1218	15814.76738
1219	15805.18398
1220	15799.48659
1221	15792.98503
1222	15788.03743
1223	15784.88656
1224	15783.00069
1225	15774.46002
1226	15772.50433
1227	15766.4538
1228	15764.74524
1229	15757.67638
1230	15750.9879
1231	15745.66748
1232	15738.82049
1233	15732.8712
1234	15728.24146
1235	15721.46897
1236	15714.52986
1237	15709.34093
1238	15698.90936
1239	15688.99073
1240	15680.82985
1241	15670.09228
1242	15660.21803
1243	15656.41041
1244	15642.65608
1245	15638.53773
1246	15635.72258
1247	15634.2131
1248	15631.20892
1249	15623.1931
1250	15620.69458
1251	15612.4651
1252	15606.5442
1253	15601.62533
1254	15593.51969
1255	15589.21468
1256	15587.59157
1257	15580.96288
1258	15578.9124
1259	15575.98615
1260	15572.41509
1261	15570.12126
1262	15568.87935
1263	15562.61524
1264	15557.65845
1265	15553.82861
1266	15548.88231
1267	15544.1642
1268	15538.42108
1269	15533.5144
1270	15527.52347
1271	15520.6788
1272	15513.45381
1273	15512.2124
1274	15500.41809
1275	15496.23887
1276	15486.14575
1277	15482.99583
1278	15475.72095
1279	15467.15167
1280	15459.48022
1281	15452.07783
1282	15444.73169
1283	15442.72385
1284	15436.39112
1285	15435.52386
1286	15426.92794
1287	15420.97222
1288	15417.83229
1289	15414.48383
1290	15410.20545
1291	15407.86739
1292	15402.02439
1293	15397.58904
1294	15389.16237
1295	15377.33128
1296	15375.80754
1297	15372.54722
1298	15364.05205
1299	15358.23913
1300	15352.61472
1301	15346.16315
1302	15342.344
1303	15340.12089
1304	15327.66692
1305	15322.61164
1306	15315.21837
1307	15309.42616
1308	15308.37687
1309	15303.49035
1310	15296.85189
1311	15287.47853
1312	15276.99319
1313	15269.73687
1314	15263.38754
1315	15260.9853
1316	15257.28713
1317	15244.93271
1318	15235.69644
1319	15232.00943
1320	15229.53296
1321	15225.99608
1322	15216.42763
1323	15210.14599
1324	15201.03695
1325	15192.02678
1326	15184.04424
1327	15180.66198
1328	15172.7165
1329	15165.86436
1330	15163.32814
1331	15159.3947
1332	15151.22703
1333	15147.136
1334	15143.21634
1335	15137.25692
1336	15127.60256
1337	15124.96172
1338	15121.02574
1339	15116.10777
1340	15109.26006
1341	15102.68296
1342	15097.60385
1343	15092.40879
1344	15090.05909
1345	15080.59313
1346	15075.04774
1347	15068.3813
1348	15061.78025
1349	15060.73658
1350	15052.50663
1351	15050.79178
1352	15042.03922
1353	15036.99257
1354	15030.87887
1355	15022.65127
1356	15015.52383
1357	15010.90589
1358	15007.76044
1359	15004.64689
1360	15002.4851
1361	15000.09581
1362	14994.26214
1363	14987.55939
1364	14985.05384
1365	14982.11205
1366	14975.193
1367	14974.59173
1368	14968.46949
1369	14964.82074
1370	14956.82125
1371	14953.91522
1372	14949.32429
1373	14944.02846
1374	14937.75948
1375	14934.89259
1376	14927.99751
1377	14919.26134
1378	14914.49271
1379	14909.04699
1380	14908.15184
1381	14902.24064
1382	14899.75054
1383	14896.19238
1384	14893.22194
1385	14886.06504
1386	14881.57467
1387	14873.03062
1388	14867.39578
1389	14865.52832
1390	14863.69658
1391	14862.16592
1392	14855.33149
1393	14851.9638
1394	14846.47189
1395	14843.72979
1396	14836.7643
1397	14834.1667
1398	14830.42514
1399	14827.27586
1400	14821.61529
1401	14815.47285
1402	14812.91485
1403	14808.85354
1404	14803.0623
1405	14799.63603
1406	14797.51458
1407	14789.13489
1408	14781.02262
1409	14776.96793
1410	14775.97445
1411	14772.34102
1412	14765.91981
1413	14764.26132
1414	14759.23444
1415	14749.61298
1416	14744.71111
1417	14738.69125
1418	14737.54802
1419	14728.65583
1420	14721.23361
1421	14718.71749
1422	14715.11887
1423	14709.41249
1424	14702.7719
1425	14696.28392
1426	14694.63195
1427	14692.47119
1428	14685.93187
1429	14678.83871
1430	14673.98566
1431	14672.55079
1432	14667.21705
1433	14665.63065
1434	14661.50293
1435	14656.11765
1436	14648.29941
1437	14641.46922
1438	14633.58413
1439	14629.15378
1440	14628.60033
1441	14622.36281
1442	14618.36941
1443	14608.151
1444	14601.8384
1445	14597.90749
1446	14588.68485
1447	14581.4919
1448	14575.29247
1449	14569.9404
1450	14566.52048
1451	14558.90963
1452	14558.05656
1453	14552.14216
1454	14551.10745
1455	14543.69784
1456	14540.02585
1457	14533.02568
1458	14526.50462
1459	14521.40514
1460	14515.37795
1461	14513.23521
1462	14503.84029
1463	14499.20108
1464	14495.51865
1465	14493.34376
1466	14485.88486
1467	14483.83516
1468	14479.08135
1469	14477.99958
1470	14474.70723
1471	14471.49276
1472	14466.68479
1473	14461.13663
1474	14457.62504
1475	14450.83426
1476	14445.5015
1477	14438.62307
1478	14429.71844
1479	14421.00775
1480	14420.41639
1481	14417.06481
1482	14414.98501
1483	14410.17776
1484	14405.56888
1485	14400.74991
1486	14394.92728
1487	14390.16182
1488	14387.38529
1489	14378.83168
1490	14375.51863
1491	14371.69979
1492	14367.89297
1493	14366.24858
1494	14361.25733
1495	14359.38339
1496	14356.44357
1497	14352.64387
1498	14345.27217
1499	14342.18279
1500	14339.36579
1501	14336.17385
1502	14330.90328
1503	14326.89795
1504	14320.49138
1505	14317.60171
1506	14309.08885
1507	14303.91443
1508	14299.61781
1509	14292.49843
1510	14288.00142
1511	14283.4142
1512	14280.76677
1513	14270.06626
1514	14267.02439
1515	14265.34964
1516	14261.78835
1517	14260.92342
1518	14256.76304
1519	14256.33907
1520	14247.69107
1521	14243.76585
1522	14238.58315
1523	14234.48847
1524	14230.58733
1525	14230.04355
1526	14225.35587
1527	14219.04529
1528	14215.48905
1529	14208.97555
1530	14205.43626
1531	14202.23742
1532	14198.26882
1533	14197.15406
1534	14196.42264
1535	14193.42439
1536	14190.06716
1537	14181.21695
1538	14180.68036
1539	14177.70108
1540	14172.6152
1541	14165.28393
1542	14157.33121
1543	14151.86233
1544	14143.48487
1545	14133.45814
1546	14125.93764
1547	14122.5088
1548	14115.4872
1549	14114.2321
1550	14113.3669
1551	14107.57576
1552	14103.39145
1553	14101.38027
1554	14097.64517
1555	14094.23881
1556	14090.26457
1557	14089.82839
1558	14083.31351
1559	14075.72044
1560	14070.89661
1561	14069.39693
1562	14067.43687
1563	14063.59661
1564	14059.54741
1565	14055.80106
1566	14054.83466
1567	14048.3744
1568	14045.07388
1569	14039.70005
1570	14031.78012
1571	14027.37745
1572	14022.06473
1573	14015.91976
1574	14007.89807
1575	14005.45601
1576	13998.83409
1577	13989.86639
1578	13987.78589
1579	13982.89307
1580	13980.52881
1581	13977.08097
1582	13972.14875
1583	13966.825
1584	13962.14109
1585	13958.53356
1586	13956.05107
1587	13954.93155
1588	13949.27311
1589	13942.66075
1590	13933.62416
1591	13931.08143
1592	13925.83997
1593	13921.973
1594	13917.77898
1595	13914.12167
1596	13910.53193
1597	13908.72963
1598	13903.96462
1599	13898.46735
1600	13891.02637
1601	13887.48703
1602	13882.316
1603	13879.33955
1604	13876.30746
1605	13875.65964
1606	13873.97077
1607	13864.93138
1608	13859.99009
1609	13850.81627
1610	13843.94551
1611	13841.80605
1612	13835.74419
1613	13833.99537
1614	13826.09442
1615	13822.17852
1616	13819.95535
1617	13816.71418
1618	13810.6693
1619	13805.13567
1620	13798.77758
1621	13793.787
1622	13786.95924
1623	13785.17022
1624	13780.37568
1625	13779.49806
1626	13776.70535
1627	13769.8007
1628	13766.04029
1629	13759.35793
1630	13756.37769
1631	13754.71529
1632	13750.5488
1633	13747.2587
1634	13743.32109
1635	13734.7799
1636	13733.22268
1637	13728.39548
1638	13725.65911
1639	13721.51178
1640	13717.42347
1641	13712.95782
1642	13706.15671
1643	13704.30648
1644	13701.44105
1645	13700.62327
1646	13695.19954
1647	13684.87304
1648	13681.26741
1649	13675.03475
1650	13670.55999
1651	13665.16456
1652	13664.47285
1653	13662.17316
1654	13654.68338
1655	13650.58277
1656	13650.28232
1657	13643.14709
1658	13636.37063
1659	13631.83406
1660	13628.61321
1661	13623.98342
1662	13617.84839
1663	13614.71458
1664	13606.99962
1665	13604.50049
1666	13601.80904
