iter	RMSE
1667	13601.5215
1668	13594.76263
1669	13593.16625
1670	13587.522
1671	13583.91666
1672	13580.19475
1673	13577.89133
1674	13574.49556
1675	13571.47957
1676	13565.23726
1677	13561.78407
1678	13561.00128
1679	13556.82713
1680	13550.97732
1681	13545.16857
1682	13539.39924
1683	13534.42692
1684	13528.53491
1685	13521.61412
1686	13518.86014
1687	13513.21068
1688	13510.35619
1689	13507.30372
1690	13502.68863
1691	13499.81488
1692	13499.06154
1693	13494.13261
1694	13490.45844
1695	13489.49195
1696	13488.35298
1697	13485.5835
1698	13483.78361
1699	13482.07647
1700	13478.6651
1701	13477.24503
1702	13474.13834
1703	13464.51841
1704	13462.18498
1705	13455.68377
1706	13450.71712
1707	13448.34717
1708	13443.31538
1709	13433.88508
1710	13431.83423
1711	13426.8455
1712	13420.19656
1713	13419.10871
1714	13416.08709
1715	13411.89299
1716	13408.04377
1717	13404.64878
1718	13401.72386
1719	13395.58934
1720	13392.45404
1721	13389.0521
1722	13387.36598
1723	13383.62528
1724	13379.38129
1725	13372.25808
1726	13366.46636
1727	13364.73572
1728	13357.85029
1729	13353.23095
1730	13348.40196
1731	13347.45983
1732	13341.08017
1733	13333.20571
1734	13327.6867
1735	13325.1586
1736	13320.34645
1737	13316.51634
1738	13310.79691
1739	13307.93864
1740	13306.26552
1741	13305.39261
1742	13299.24823
1743	13294.04468
1744	13293.04082
1745	13292.78621
1746	13287.39932
1747	13285.0559
1748	13278.76331
1749	13271.28483
1750	13266.72137
1751	13266.25818
1752	13260.62977
1753	13256.94901
1754	13251.02932
1755	13246.64038
1756	13244.44896
1757	13242.29408
1758	13236.28099
1759	13234.14251
1760	13227.44998
1761	13225.708
1762	13221.21947
1763	13219.07876
1764	13213.03724
1765	13210.45068
1766	13204.65985
1767	13194.75537
1768	13192.36551
1769	13188.13719
1770	13183.25969
1771	13176.69134
1772	13172.05043
1773	13167.98157
1774	13166.3652
1775	13157.93471
1776	13156.84646
1777	13154.16233
1778	13150.84373
1779	13143.42394
1780	13137.2158
1781	13132.0686
1782	13129.81867
1783	13125.46086
1784	13122.38685
1785	13117.60177
1786	13116.72642
1787	13111.73822
1788	13105.45407
1789	13101.43239
1790	13096.14449
1791	13092.19897
1792	13084.93472
1793	13081.78297
1794	13080.02949
1795	13075.00298
1796	13070.93921
1797	13068.05097
1798	13060.93447
1799	13056.75159
1800	13054.22551
1801	13049.32439
1802	13045.72265
1803	13042.5051
1804	13039.72064
1805	13038.92312
1806	13033.41459
1807	13030.75069
1808	13028.30079
1809	13023.59947
1810	13017.36659
1811	13016.31413
1812	13015.46838
1813	13013.73931
1814	13010.64435
1815	13006.71593
1816	13001.29933
1817	12996.3482
1818	12991.0283
1819	12985.81618
1820	12983.67187
1821	12975.47442
1822	12971.69739
1823	12967.78835
1824	12964.43547
1825	12961.92569
1826	12956.67268
1827	12952.18298
1828	12948.56849
1829	12943.61105
1830	12940.88537
1831	12937.00207
1832	12930.19308
1833	12928.55534
1834	12924.51827
1835	12923.08051
1836	12922.00429
1837	12916.07106
1838	12912.15546
1839	12906.64718
1840	12902.06782
1841	12901.55634
1842	12897.53443
1843	12892.35585
1844	12888.76503
1845	12885.51703
1846	12877.59859
1847	12874.38715
1848	12871.16807
1849	12866.51348
1850	12863.89414
1851	12857.43944
1852	12853.73156
1853	12846.24762
1854	12841.29295
1855	12834.83174
1856	12831.55844
1857	12828.10719
1858	12822.32119
1859	12820.35816
1860	12817.23735
1861	12813.40513
1862	12809.33878
1863	12806.96179
1864	12801.38506
1865	12798.36841
1866	12795.97591
1867	12793.72457
1868	12790.81362
1869	12789.37338
1870	12783.40378
1871	12779.11253
1872	12775.6406
1873	12768.70712
1874	12768.06756
1875	12763.33145
1876	12760.76083
1877	12760.01874
1878	12757.66424
1879	12752.4708
1880	12744.02937
1881	12740.66721
1882	12732.05098
1883	12731.08392
1884	12728.25541
1885	12725.30743
1886	12720.66962
1887	12711.59707
1888	12705.01037
1889	12700.73349
1890	12693.34884
1891	12692.02297
1892	12688.49214
1893	12681.38704
1894	12679.44771
1895	12676.61881
1896	12674.12291
1897	12665.84378
1898	12663.22167
1899	12656.68141
1900	12650.75622
1901	12646.29762
1902	12642.89444
1903	12639.24155
1904	12636.14302
1905	12634.25248
1906	12630.26633
1907	12627.78012
1908	12623.94841
1909	12622.47486
1910	12616.26579
1911	12613.73946
1912	12610.89796
1913	12608.51663
1914	12604.84668
1915	12599.54576
1916	12596.65813
1917	12590.57897
1918	12587.23892
1919	12580.83472
1920	12575.49559
1921	12568.06365
1922	12563.73937
1923	12560.23556
1924	12555.73451
1925	12553.14724
1926	12549.29111
1927	12546.3926
1928	12544.05362
1929	12543.26005
1930	12540.68875
1931	12537.90263
1932	12533.27514
1933	12526.22092
1934	12523.2969
1935	12520.9016
1936	12517.50807
1937	12510.70409
1938	12505.80904
1939	12502.25199
1940	12498.92154
1941	12495.28043
1942	12493.81182
1943	12489.73408
1944	12488.98929
1945	12484.86633
1946	12481.47396
1947	12476.54263
1948	12470.84733
1949	12467.95231
1950	12465.06931
1951	12460.6537
1952	12458.76875
1953	12454.58024
1954	12449.91005
1955	12448.59192
1956	12447.43271
1957	12441.53279
1958	12433.22712
1959	12432.38178
1960	12429.86086
1961	12427.46901
1962	12424.28549
1963	12420.0782
1964	12415.59869
1965	12412.19503
1966	12408.78488
1967	12404.00779
1968	12402.21544
1969	12394.03753
1970	12393.03335
1971	12390.30574
1972	12387.72743
1973	12383.80739
1974	12383.31129
1975	12378.71849
1976	12374.89327
1977	12369.81837
1978	12363.62229
1979	12360.87523
1980	12360.27657
1981	12357.14132
1982	12351.40898
1983	12348.4334
1984	12345.50453
1985	12341.90433
1986	12337.46968
1987	12337.21132
1988	12334.33232
1989	12333.54987
1990	12330.7083
1991	12328.23022
1992	12322.2039
1993	12321.01212
1994	12319.70077
1995	12317.14635
1996	12311.11108
1997	12304.77244
1998	12298.93284
1999	12296.75233
2000	12293.64607
2001	12285.72285
2002	12279.7711
2003	12276.60456
2004	12273.90209
2005	12269.6532
2006	12267.03217
2007	12262.37791
2008	12260.77252
2009	12257.26685
2010	12252.99263
2011	12249.31925
2012	12248.62966
2013	12244.70292
2014	12238.67715
2015	12237.8393
2016	12232.9287
2017	12229.80752
2018	12226.83818
2019	12221.63471
2020	12217.17879
2021	12215.99
2022	12212.37886
2023	12209.51539
2024	12204.21979
2025	12201.28649
2026	12195.10002
2027	12193.35691
2028	12189.20893
2029	12185.84565
2030	12183.48514
2031	12179.43115
2032	12176.38814
2033	12174.38645
2034	12168.16273
2035	12164.73429
2036	12157.47804
2037	12154.27019
2038	12149.98181
2039	12147.93036
2040	12145.08389
2041	12141.14981
2042	12136.05615
2043	12134.47195
2044	12131.02483
2045	12123.69491
2046	12118.05844
2047	12115.16409
2048	12111.39959
2049	12107.03343
2050	12105.4029
2051	12101.51498
2052	12093.63591
2053	12092.18946
2054	12086.00416
2055	12083.20369
2056	12082.37566
2057	12077.58309
2058	12074.95266
2059	12072.24599
2060	12066.33034
2061	12063.74841
2062	12059.80316
2063	12057.10685
2064	12053.16798
2065	12048.40233
2066	12042.53613
2067	12038.48736
2068	12036.13906
2069	12031.90836
2070	12030.32545
2071	12025.80501
2072	12022.89521
2073	12017.50486
2074	12016.2937
2075	12013.0679
2076	12010.48125
2077	12006.60409
2078	12003.13366
2079	11998.20665
2080	11994.27387
2081	11990.82474
2082	11987.77305
2083	11983.58477
2084	11980.62303
2085	11977.61067
2086	11975.65609
2087	11973.47653
2088	11966.91428
2089	11963.01259
2090	11958.75953
2091	11955.16863
2092	11953.04434
2093	11948.73271
2094	11944.54832
2095	11940.05999
2096	11936.99976
2097	11935.0663
2098	11934.67869
2099	11933.02706
2100	11927.3619
2101	11924.68247
2102	11920.17358
2103	11917.11709
2104	11915.06274
2105	11914.01857
2106	11910.93154
2107	11903.90949
2108	11901.87911
2109	11897.58287
2110	11895.66797
2111	11892.38731
2112	11891.08387
2113	11884.46657
2114	11882.02112
2115	11878.86262
2116	11878.45211
2117	11874.0493
2118	11871.91327
2119	11868.18651
2120	11861.95607
2121	11858.8159
2122	11852.24366
2123	11849.84195
2124	11849.31818
2125	11844.90145
2126	11841.87945
2127	11839.01227
2128	11838.21381
2129	11835.36602
2130	11831.69737
2131	11828.78955
2132	11822.76752
2133	11822.14149
2134	11817.67271
2135	11810.83959
2136	11806.34678
2137	11805.30163
2138	11802.13074
2139	11799.29411
2140	11794.8848
2141	11794.00986
2142	11791.41959
2143	11789.34288
2144	11788.37907
2145	11784.76375
2146	11780.24584
2147	11774.62114
2148	11773.05225
2149	11769.5262
2150	11766.31467
2151	11759.16588
2152	11753.95067
2153	11749.70659
2154	11747.07923
2155	11746.09159
2156	11744.82139
2157	11741.60494
2158	11739.22032
2159	11732.72291
2160	11731.81722
2161	11729.86786
2162	11728.56178
2163	11724.77807
2164	11722.95463
2165	11722.31409
2166	11717.53425
2167	11712.13948
2168	11709.99722
2169	11705.48901
2170	11703.01359
2171	11701.67365
2172	11697.00329
2173	11692.45206
2174	11688.8962
2175	11687.19478
2176	11681.18688
2177	11679.69705
2178	11676.94564
2179	11674.38806
2180	11671.90783
2181	11666.70954
2182	11664.07336
2183	11662.39853
2184	11658.92508
2185	11653.14042
2186	11651.34295
2187	11648.90594
2188	11643.42203
2189	11638.63922
2190	11638.46077
2191	11636.56694
2192	11634.98724
2193	11634.50667
2194	11633.26232
2195	11629.7588
2196	11627.51161
2197	11623.36822
2198	11621.3536
2199	11615.22328
2200	11611.60972
2201	11606.44415
2202	11602.76447
2203	11597.58298
2204	11594.18158
2205	11590.86398
2206	11587.12176
2207	11584.76453
2208	11583.22605
2209	11580.69463
2210	11577.0984
2211	11576.5761
2212	11574.92027
2213	11572.82813
2214	11568.28469
2215	11563.47675
2216	11562.74997
2217	11560.95958
2218	11555.05346
2219	11551.94933
2220	11550.79339
2221	11548.81789
2222	11548.00974
2223	11547.03489
2224	11543.49337
2225	11539.27618
2226	11536.95775
2227	11535.24802
2228	11532.9595
2229	11529.07346
2230	11528.48733
2231	11526.62359
2232	11524.13757
2233	11520.83193
2234	11517.96055
2235	11517.63141
2236	11514.57685
2237	11510.78619
2238	11509.14415
2239	11504.04905
2240	11499.32299
2241	11496.12722
2242	11490.32986
2243	11487.38459
2244	11485.20608
2245	11482.31463
2246	11481.25622
2247	11476.84061
2248	11475.67735
2249	11475.36682
2250	11475.20838
2251	11471.48574
2252	11468.57174
2253	11465.86924
2254	11463.23558
2255	11461.37792
2256	11457.20967
2257	11453.75771
2258	11449.17525
2259	11444.37732
2260	11443.90666
2261	11438.01457
2262	11437.45477
2263	11436.16941
2264	11433.60974
2265	11432.26619
2266	11429.31762
2267	11426.10107
2268	11423.4188
2269	11419.29893
2270	11417.27895
2271	11413.5093
2272	11410.51958
2273	11409.11961
2274	11405.5904
2275	11404.95499
2276	11400.72358
2277	11397.773
2278	11396.62345
2279	11393.0481
2280	11392.51634
2281	11390.1364
2282	11386.11104
2283	11381.53903
2284	11378.80898
2285	11378.02765
2286	11373.82048
2287	11370.41653
2288	11368.0432
2289	11366.5566
2290	11361.83835
2291	11358.2263
2292	11355.47699
2293	11349.66963
2294	11342.49041
2295	11339.16467
2296	11338.58331
2297	11338.2036
2298	11336.0475
2299	11332.43404
2300	11328.10253
2301	11325.73019
2302	11322.61906
2303	11318.93218
2304	11315.38475
2305	11313.74288
2306	11312.10491
2307	11308.56269
2308	11307.45763
2309	11306.21189
2310	11302.21357
2311	11298.65579
2312	11294.16604
2313	11289.58431
2314	11284.55693
2315	11279.65471
2316	11277.4858
2317	11274.91094
2318	11271.87051
2319	11269.75596
2320	11265.98045
2321	11261.91589
2322	11259.77962
2323	11257.41553
2324	11255.06068
2325	11251.17514
2326	11246.77999
2327	11244.04266
2328	11240.17953
2329	11233.815
2330	11231.72741
2331	11227.89583
2332	11224.01136
2333	11222.42347
2334	11220.01723
2335	11216.79856
2336	11212.22027
2337	11210.24609
2338	11205.45433
2339	11201.35135
2340	11199.13043
2341	11195.04367
2342	11194.10921
2343	11190.21658
2344	11189.9865
2345	11187.4403
2346	11183.8365
2347	11182.05229
2348	11179.1959
2349	11175.98371
2350	11174.29266
2351	11172.49591
2352	11170.72222
2353	11168.11128
2354	11164.5319
2355	11158.1979
2356	11152.81101
2357	11151.25004
2358	11147.37425
2359	11145.76644
2360	11144.24484
2361	11140.6098
2362	11139.80947
2363	11137.98532
2364	11134.64228
2365	11131.59047
2366	11130.06518
2367	11129.48507
2368	11123.63296
2369	11121.32206
2370	11117.05107
2371	11112.10334
2372	11106.77881
2373	11105.65681
2374	11102.42519
2375	11099.52179
2376	11096.59628
2377	11095.64755
2378	11092.03985
2379	11089.50404
2380	11087.1198
2381	11083.64102
2382	11082.10552
2383	11079.36063
2384	11079.23357
2385	11076.50188
2386	11073.84983
2387	11072.51064
2388	11068.72332
2389	11066.67368
2390	11061.74126
2391	11059.36953
2392	11057.27693
2393	11053.1871
2394	11051.01857
2395	11049.02423
2396	11042.42436
2397	11040.99614
2398	11036.79843
2399	11034.81185
2400	11031.00575
2401	11028.78358
2402	11028.31169
2403	11026.86997
2404	11024.42886
2405	11023.61167
2406	11019.72131
2407	11015.8285
2408	11014.47347
2409	11009.94387
2410	11003.99076
2411	11002.64921
2412	11000.16394
2413	10998.44189
2414	10994.71753
2415	10987.81148
2416	10984.49524
2417	10982.50433
2418	10979.34316
2419	10976.65245
2420	10972.93918
2421	10970.15206
2422	10967.56853
2423	10966.10928
2424	10963.13796
2425	10959.78413
2426	10957.88827
2427	10955.61712
2428	10950.88186
2429	10946.26424
2430	10943.12976
2431	10939.00828
2432	10935.38304
2433	10928.99744
2434	10927.7642
2435	10925.71956
2436	10922.29327
2437	10918.69163
2438	10916.84481
2439	10914.64501
2440	10909.24653
2441	10905.82361
2442	10901.45393
2443	10895.43804
2444	10893.12548
2445	10891.96013
2446	10888.39855
2447	10884.80226
2448	10880.1047
2449	10875.29059
2450	10874.73893
2451	10873.24171
2452	10868.16673
2453	10865.92869
2454	10862.1265
2455	10860.84133
2456	10859.63854
2457	10856.65763
2458	10853.90442
2459	10846.6592
2460	10844.84297
2461	10841.20425
2462	10836.04566
2463	10828.97568
2464	10826.74317
2465	10824.28245
2466	10821.69586
2467	10820.2007
2468	10818.65894
2469	10817.48807
2470	10814.12462
2471	10810.50757
2472	10805.82978
2473	10802.40039
2474	10800.41055
2475	10797.7934
2476	10796.1699
2477	10790.61377
2478	10787.3211
2479	10784.3144
2480	10781.22002
2481	10777.8192
2482	10774.87809
2483	10771.89643
2484	10768.94796
2485	10767.35724
2486	10765.19725
2487	10762.62525
2488	10759.43184
2489	10757.9937
2490	10753.11569
2491	10751.1606
2492	10744.67499
2493	10743.94906
2494	10742.20388
2495	10741.41333
2496	10740.79723
2497	10735.75786
2498	10734.19042
2499	10733.88448
2500	10733.23221
2501	10731.65149
2502	10727.45149
2503	10726.55243
2504	10722.34543
2505	10718.46962
2506	10712.84667
2507	10711.59819
2508	10710.32146
2509	10709.94188
2510	10708.69228
2511	10708.06326
2512	10706.4004
2513	10700.92854
2514	10697.87072
2515	10693.74976
2516	10692.29398
2517	10690.62531
2518	10687.01901
2519	10681.93068
2520	10680.97852
2521	10678.48048
2522	10676.17044
2523	10670.57614
2524	10670.38065
2525	10667.18406
2526	10666.46718
2527	10662.6544
2528	10661.10623
2529	10658.47911
2530	10654.72142
2531	10652.24095
2532	10651.13324
2533	10647.92905
2534	10645.77005
2535	10642.77793
2536	10642.27497
2537	10641.63496
2538	10639.31121
2539	10635.07295
2540	10631.20352
2541	10629.43123
2542	10628.05402
2543	10626.71605
2544	10623.26227
2545	10620.52886
2546	10618.95735
2547	10614.82592
2548	10611.68007
2549	10609.13319
2550	10607.31359
2551	10607.29876
2552	10607.13148
2553	10606.14642
2554	10605.00105
2555	10601.87479
2556	10599.221
2557	10597.19626
2558	10596.45714
2559	10594.36996
2560	10593.15502
2561	10588.95534
2562	10586.50267
2563	10580.38028
2564	10577.21009
2565	10573.5688
2566	10572.87432
2567	10568.90758
2568	10566.82991
2569	10565.08427
2570	10563.14479
2571	10561.73214
2572	10561.54826
2573	10560.76713
2574	10558.11687
2575	10556.30306
2576	10552.22104
2577	10548.5488
2578	10546.77257
2579	10544.84574
2580	10541.53651
2581	10538.47724
2582	10537.21846
2583	10535.19207
2584	10533.31499
2585	10532.90894
2586	10529.53278
2587	10527.05309
2588	10525.39893
2589	10525.0196
2590	10523.20035
2591	10521.18136
2592	10519.34324
2593	10516.23098
2594	10516.22488
2595	10512.60651
2596	10511.87825
2597	10511.17382
2598	10507.35616
2599	10503.95166
2600	10499.76736
2601	10496.83267
2602	10495.09915
2603	10492.69229
2604	10488.29415
2605	10485.03346
2606	10482.79327
2607	10482.59147
2608	10481.68702
2609	10475.63367
2610	10472.52009
2611	10471.13117
2612	10469.18166
2613	10465.89439
2614	10462.9993
2615	10460.36239
2616	10457.72145
2617	10456.63249
2618	10452.8001
2619	10450.77302
2620	10448.22003
2621	10445.24914
2622	10440.62058
2623	10433.77259
2624	10430.93242
2625	10430.34656
2626	10427.38273
2627	10423.3435
2628	10421.54113
2629	10419.68168
2630	10418.61649
2631	10415.63718
2632	10409.00793
2633	10406.48251
2634	10403.87616
2635	10400.25306
2636	10394.56783
2637	10391.1341
2638	10390.07265
2639	10387.37284
2640	10386.12745
2641	10382.36737
2642	10379.29741
2643	10378.08095
2644	10374.89996
2645	10372.42896
2646	10370.7375
2647	10366.79677
2648	10364.88144
2649	10360.55834
2650	10357.12331
2651	10351.90172
2652	10349.82554
2653	10347.00824
2654	10345.31112
2655	10343.84449
2656	10340.96406
2657	10339.87291
2658	10336.83208
2659	10334.34318
2660	10330.30817
2661	10329.37952
2662	10327.083
2663	10325.80975
2664	10322.81731
2665	10320.05888
2666	10319.16491
2667	10316.90596
2668	10316.61492
2669	10312.86962
2670	10309.7445
2671	10308.40725
2672	10306.38217
2673	10306.10427
2674	10303.43002
2675	10299.86703
2676	10297.69005
2677	10293.86669
2678	10289.23759
2679	10281.32645
2680	10277.198
2681	10273.95429
2682	10269.00408
2683	10266.71188
2684	10265.16058
2685	10261.90731
2686	10259.15577
2687	10257.86174
2688	10254.62055
2689	10251.36683
2690	10250.14393
2691	10247.22113
2692	10243.53043
2693	10240.01799
2694	10238.53479
2695	10234.80004
2696	10232.4634
2697	10231.95664
2698	10229.83451
2699	10227.91812
2700	10226.3945
2701	10225.4751
2702	10223.94467
2703	10221.89044
2704	10216.25808
2705	10214.52641
2706	10212.16382
2707	10209.11611
2708	10207.39995
2709	10204.88806
2710	10200.72671
2711	10198.74451
2712	10197.67266
2713	10192.41648
2714	10187.1145
2715	10184.44332
2716	10184.13475
2717	10183.11948
2718	10182.73357
2719	10178.98261
2720	10174.55723
2721	10172.21795
2722	10169.09756
2723	10167.51528
2724	10164.8098
2725	10160.99935
2726	10158.88606
2727	10155.81046
2728	10154.47165
2729	10154.26823
2730	10152.5355
2731	10150.42702
2732	10146.48125
2733	10145.35138
2734	10142.77865
2735	10138.92839
2736	10136.22276
2737	10132.92791
2738	10130.79772
2739	10130.3601
2740	10127.67414
2741	10124.35898
2742	10120.73358
2743	10118.86438
2744	10115.92208
2745	10114.14071
2746	10111.9266
2747	10108.82018
2748	10108.17855
2749	10103.02551
2750	10100.13881
2751	10097.79682
2752	10096.68449
2753	10095.05061
2754	10091.56267
2755	10089.91503
2756	10087.29638
2757	10084.54819
2758	10083.01301
2759	10081.75069
2760	10079.43465
2761	10075.56756
2762	10071.98437
2763	10070.57985
2764	10067.8614
2765	10064.61696
2766	10061.85221
2767	10061.57111
2768	10057.83371
2769	10056.75767
2770	10053.86636
2771	10051.46213
2772	10051.34296
2773	10049.44145
2774	10045.49171
2775	10044.36509
2776	10042.69083
2777	10041.04351
2778	10036.93699
2779	10032.21233
2780	10027.96778
2781	10026.94374
2782	10026.77571
2783	10023.88901
2784	10022.64865
2785	10020.65996
2786	10019.04734
2787	10017.6573
2788	10014.30392
2789	10012.85389
2790	10011.39707
2791	10008.48448
2792	10005.5355
2793	10004.82514
2794	10002.40603
2795	10001.51096
2796	9999.687425
2797	9999.31158
2798	9996.968777
2799	9995.24008
2800	9992.420477
2801	9988.66435
2802	9985.77524
2803	9984.702827
2804	9981.632082
2805	9979.404377
2806	9976.449158
2807	9974.720981
2808	9972.145896
2809	9971.597984
2810	9971.048814
2811	9969.547519
2812	9965.323953
2813	9963.293806
2814	9960.923072
2815	9958.212988
2816	9955.629597
2817	9952.238442
2818	9951.751238
2819	9949.615666
2820	9948.511999
2821	9947.713319
2822	9945.073597
2823	9943.422731
2824	9942.176661
2825	9939.293788
2826	9937.55689
2827	9936.709648
2828	9933.289078
2829	9932.050249
2830	9930.83075
2831	9928.361844
2832	9925.573637
2833	9924.394129
2834	9920.386834
2835	9916.870462
2836	9914.426386
2837	9910.931006
2838	9909.920736
2839	9906.162629
2840	9902.780235
2841	9901.386508
2842	9900.234076
2843	9895.020439
2844	9893.371739
2845	9889.416465
2846	9888.402193
2847	9884.236692
2848	9880.790863
2849	9879.823774
2850	9877.826537
2851	9873.330601
2852	9870.509192
2853	9867.906985
2854	9867.406363
2855	9863.7185
2856	9860.190357
2857	9857.576918
2858	9856.106556
2859	9852.220542
2860	9847.163905
2861	9843.849798
2862	9841.640269
2863	9840.190679
2864	9838.360147
2865	9833.148521
2866	9832.182658
2867	9830.160207
2868	9827.551795
2869	9825.43158
2870	9823.373208
2871	9822.365226
2872	9820.257376
2873	9816.891343
2874	9813.971735
2875	9813.345451
2876	9813.245882
2877	9809.630966
2878	9808.873412
2879	9807.941272
2880	9804.254445
2881	9799.496892
2882	9798.728724
2883	9795.768995
2884	9795.350964
2885	9793.771616
2886	9789.395295
2887	9787.591475
2888	9784.345871
2889	9784.077753
2890	9781.077306
2891	9775.938567
2892	9773.284375
2893	9772.774985
2894	9771.291309
2895	9770.793269
2896	9769.098205
2897	9768.530864
2898	9765.46917
2899	9763.161687
2900	9760.342276
2901	9756.146033
2902	9751.856573
2903	9748.479537
2904	9744.901057
2905	9741.637628
2906	9741.196359
2907	9738.266268
2908	9737.274389
2909	9735.455498
2910	9733.780754
2911	9731.654666
2912	9728.416791
2913	9727.120352
2914	9724.685126
2915	9722.789502
2916	9719.962649
2917	9718.590728
2918	9718.223915
2919	9715.799785
2920	9715.683036
2921	9713.86741
2922	9711.380356
2923	9710.121791
2924	9709.044561
2925	9708.18509
2926	9706.545608
2927	9703.612311
2928	9702.629693
2929	9700.803468
2930	9697.305858
2931	9694.954828
2932	9691.530617
2933	9687.28439
2934	9684.629602
2935	9681.046724
2936	9678.807907
2937	9675.556033
2938	9673.841792
2939	9671.673123
2940	9667.344371
2941	9664.394677
2942	9663.970156
2943	9660.83094
2944	9658.587798
2945	9655.457659
2946	9655.021161
2947	9652.762617
2948	9648.69924
2949	9646.259888
2950	9644.964614
2951	9643.977722
2952	9640.90327
2953	9639.541104
2954	9637.568632
2955	9635.469531
2956	9633.680576
2957	9630.574962
2958	9629.549995
2959	9627.566748
2960	9625.880725
2961	9621.96106
2962	9618.666254
2963	9614.127597
2964	9610.509148
2965	9607.628108
2966	9606.464099
2967	9605.687883
2968	9605.231824
2969	9604.738874
2970	9603.069596
2971	9601.242542
2972	9598.675177
2973	9597.57015
2974	9594.786344
2975	9594.237322
2976	9591.17514
2977	9589.064859
2978	9586.190719
2979	9582.826493
2980	9581.758705
2981	9581.177728
2982	9579.74973
2983	9577.98961
2984	9576.541183
2985	9573.692277
2986	9571.069956
2987	9569.750913
2988	9568.929381
2989	9567.267928
2990	9565.655374
2991	9561.854838
2992	9558.557463
2993	9556.09553
2994	9555.593583
2995	9553.430465
2996	9548.037194
2997	9547.248477
2998	9546.454891
2999	9545.466103
3000	9543.688489
3001	9539.986183
3002	9539.343907
3003	9536.315825
3004	9534.71568
3005	9533.437959
3006	9531.513922
3007	9530.227454
3008	9527.719227
3009	9525.306539
3010	9524.0654
3011	9522.592446
3012	9521.278133
3013	9519.89061
3014	9517.060455
3015	9516.87141
3016	9514.57874
3017	9512.336946
3018	9511.516793
3019	9510.863716
3020	9510.507325
3021	9508.833613
3022	9508.071565
3023	9507.123342
3024	9503.725271
3025	9502.581576
3026	9500.491213
3027	9498.213918
3028	9497.10694
3029	9495.680425
3030	9491.655279
3031	9491.315631
3032	9489.591899
3033	9485.259565
3034	9483.490276
3035	9482.268705
3036	9478.826793
3037	9475.401723
3038	9474.301419
3039	9473.514739
3040	9471.265076
3041	9468.606082
3042	9465.904455
3043	9463.542221
3044	9461.42618
3045	9460.054078
3046	9458.734614
3047	9458.317938
3048	9456.519921
3049	9455.465213
3050	9454.305557
3051	9453.75058
3052	9451.830028
3053	9447.83928
3054	9447.222588
3055	9444.976667
3056	9443.868843
3057	9442.674704
3058	9439.925452
3059	9437.510551
3060	9435.569417
3061	9428.82331
3062	9426.021834
3063	9423.187432
3064	9421.576981
3065	9420.580249
3066	9419.729377
3067	9419.289039
3068	9417.913568
3069	9414.941409
3070	9413.610621
3071	9411.331288
3072	9408.964998
3073	9406.736016
3074	9403.31812
3075	9396.75321
3076	9395.337585
3077	9394.811009
3078	9392.341977
3079	9390.313635
3080	9388.722487
3081	9387.228971
3082	9385.557536
3083	9384.935357
3084	9382.066293
3085	9380.160841
3086	9378.743463
3087	9375.807767
3088	9373.074454
3089	9369.54642
3090	9367.258711
3091	9366.262095
